Datetime,Open,High,Low,Close,sentiment,sentiment_vader
2021-03-12 14:30:00,257.0,257.0,255.02000427246094,255.20010375976562,0.0,0.0
2021-03-12 14:32:00,255.25999450683594,257.6000061035156,254.7032012939453,255.27000427246094,0.0,0.0
2021-03-12 14:34:00,255.3179931640625,256.95001220703125,255.1699981689453,256.94989013671875,0.0,0.0
2021-03-12 14:36:00,255.88499450683594,255.9403076171875,254.55999755859375,255.1699981689453,0.0,0.0
2021-03-12 14:38:00,255.9499969482422,255.9499969482422,255.5449981689453,255.55999755859375,0.0,0.0
2021-03-12 14:40:00,257.75250244140625,258.59991455078125,257.75250244140625,258.5150146484375,0.0,0.0
2021-03-12 14:42:00,256.510009765625,256.8999938964844,256.3599853515625,256.6050109863281,0.0,0.0
2021-03-12 14:44:00,257.30999755859375,258.17999267578125,256.64190673828125,257.8999938964844,0.0,0.0
2021-03-12 14:46:00,257.82720947265625,257.82720947265625,256.6700134277344,257.04998779296875,0.0,0.0
2021-03-12 14:48:00,257.1000061035156,257.1099853515625,255.77000427246094,255.7899932861328,0.0,0.0
2021-03-12 14:50:00,255.82000732421875,256.6300048828125,255.2100067138672,256.31500244140625,0.0,0.0
2021-03-12 14:52:00,256.40008544921875,256.5932922363281,255.648193359375,256.2305908203125,0.0,0.0
2021-03-12 14:54:00,256.1099853515625,257.1007995605469,255.3300018310547,256.98699951171875,-0.2,0.0
2021-03-12 14:56:00,257.0220947265625,257.57000732421875,256.6199951171875,256.95001220703125,-0.2,0.0
2021-03-12 14:58:00,256.9100036621094,257.8299865722656,256.7200012207031,257.69000244140625,-0.2,0.0
2021-03-12 15:00:00,257.6400146484375,258.20001220703125,256.510009765625,256.885009765625,-0.2,0.0
2021-03-12 15:02:00,256.9100036621094,257.5,256.760009765625,257.3500061035156,-0.2,0.0
2021-03-12 15:04:00,257.32000732421875,259.0,257.19000244140625,258.5559997558594,-0.2,0.0
2021-03-12 15:06:00,258.53729248046875,259.32000732421875,257.8399963378906,259.0199890136719,-0.2,0.0
2021-03-12 15:08:00,258.94500732421875,259.260009765625,258.252197265625,258.6383056640625,-0.2,0.0
2021-03-12 15:10:00,258.635009765625,259.20001220703125,257.6700134277344,258.3598937988281,-0.2,0.0
2021-03-12 15:12:00,258.239990234375,259.0799865722656,258.0700988769531,258.94000244140625,-0.2,0.0
2021-03-12 15:14:00,258.8999938964844,258.95330810546875,257.69000244140625,257.92999267578125,-0.2,0.0
2021-03-12 15:16:00,257.8999938964844,259.20001220703125,257.80828857421875,258.2300109863281,0.0,0.2023
2021-03-12 15:18:00,258.3099060058594,259.8900146484375,257.80999755859375,259.7799987792969,0.0,0.2023
2021-03-12 15:20:00,259.7449951171875,260.510009765625,259.25,260.1499938964844,0.04999999999999999,0.0
2021-03-12 15:22:00,260.0899963378906,260.239990234375,259.5,259.54998779296875,0.04999999999999999,0.0
2021-03-12 15:24:00,259.6199951171875,260.07000732421875,258.4599914550781,258.7439880371094,0.4,0.0
2021-03-12 15:26:00,258.79998779296875,259.13800048828125,258.3599853515625,258.6499938964844,0.4,0.0
2021-03-12 15:28:00,258.5400085449219,259.4399108886719,258.239990234375,259.2099914550781,0.4,0.0
2021-03-12 15:30:00,259.1600036621094,259.44000244140625,258.4599914550781,259.3399963378906,0.0,0.3089
2021-03-12 15:32:00,259.306396484375,259.8500061035156,258.9179992675781,259.3500061035156,0.0,0.3089
2021-03-12 15:34:00,259.3299865722656,259.69000244140625,258.92999267578125,259.42999267578125,0.0,0.3089
2021-03-12 15:36:00,259.4053039550781,260.2200012207031,259.3299865722656,260.0350036621094,0.0,0.3089
2021-03-12 15:38:00,260.06988525390625,260.9700012207031,259.8999938964844,260.7300109863281,0.0,0.3089
2021-03-12 15:40:00,260.6600036621094,261.239990234375,260.5,261.1784973144531,0.0,0.3089
2021-03-12 15:42:00,261.1549987792969,261.79998779296875,260.3800048828125,261.6799011230469,0.0,0.3089
2021-03-12 15:44:00,261.57000732421875,261.67498779296875,261.010009765625,261.07000732421875,0.05,0.0
2021-03-12 15:46:00,261.0992126464844,261.9599914550781,260.8299865722656,261.9130859375,0.05,0.0
2021-03-12 15:48:00,261.94000244140625,262.7200012207031,261.94000244140625,262.3299865722656,0.05,0.0
2021-03-12 15:50:00,262.3399963378906,262.8599853515625,261.760009765625,262.0899963378906,0.05,0.0
2021-03-12 15:52:00,262.0201110839844,262.4100036621094,261.2950134277344,261.5199890136719,0.0,0.0
2021-03-12 15:54:00,261.5184020996094,263.0400085449219,261.4700927734375,262.9800109863281,0.0,0.0
2021-03-12 15:56:00,263.010009765625,263.18280029296875,262.30999755859375,262.92999267578125,0.0,0.0
2021-03-12 15:58:00,262.92999267578125,263.3299865722656,262.3500061035156,262.8349914550781,0.0,0.0
2021-03-12 16:00:00,262.8800048828125,263.3800048828125,262.6300048828125,262.74749755859375,0.0,0.0
2021-03-12 16:02:00,262.8399963378906,263.6099853515625,262.3064880371094,263.2550048828125,0.0,0.0
2021-03-12 16:04:00,263.2178955078125,263.4692077636719,262.8599853515625,263.3599853515625,0.0,0.0
2021-03-12 16:06:00,263.2502136230469,263.79998779296875,262.9100036621094,263.3599853515625,0.0,0.0
2021-03-12 16:08:00,263.3599853515625,264.19000244140625,263.2099914550781,264.0299987792969,0.0,0.0
2021-03-12 16:10:00,264.0899963378906,264.7998962402344,263.8711853027344,264.7001037597656,0.0,0.0
2021-03-12 16:12:00,264.69000244140625,265.8800048828125,264.5508117675781,265.8599853515625,0.0,0.0
2021-03-12 16:14:00,265.8800048828125,265.8999938964844,265.0199890136719,265.2250061035156,0.0,0.0
2021-03-12 16:16:00,266.1449890136719,266.1792907714844,265.1099853515625,265.3039855957031,0.0,0.0
2021-03-12 16:18:00,265.3699951171875,265.4599914550781,264.29998779296875,264.29998779296875,0.0,0.0
2021-03-12 16:20:00,264.3240051269531,265.2900085449219,264.2705993652344,264.6300048828125,0.0,0.0
2021-03-12 16:22:00,264.6199951171875,264.85150146484375,263.6300048828125,263.6300048828125,0.0,0.0
2021-03-12 16:24:00,263.6300048828125,264.1440124511719,263.3699951171875,263.885009765625,0.0,0.0
2021-03-12 16:26:00,263.8760070800781,264.0,262.7101135253906,262.80999755859375,0.0,0.0
2021-03-12 16:28:00,262.8053894042969,263.43499755859375,262.7200012207031,262.9580078125,0.0,0.0
2021-03-12 16:30:00,263.0,263.6400146484375,262.6600036621094,263.260009765625,0.0,0.0
2021-03-12 16:32:00,263.260009765625,264.4999084472656,262.8500061035156,264.2699890136719,0.0,0.0
2021-03-12 16:34:00,264.20001220703125,264.5,263.4100036621094,263.4100036621094,0.0,0.0
2021-03-12 16:36:00,263.385498046875,263.3949890136719,261.8736877441406,262.19000244140625,0.0,0.0
2021-03-12 16:38:00,262.2200012207031,263.2099914550781,262.2200012207031,262.96990966796875,0.0,0.0
2021-03-12 16:40:00,262.9364013671875,263.45001220703125,262.510009765625,263.2598876953125,0.0,0.0
2021-03-12 16:42:00,263.260009765625,263.5899963378906,262.7200012207031,263.0700988769531,0.0,0.0
2021-03-12 16:44:00,263.125,263.239013671875,262.53009033203125,262.7099914550781,0.0,0.0
2021-03-12 16:46:00,262.8721923828125,263.8599853515625,262.739990234375,263.7950134277344,0.0,0.0
2021-03-12 16:48:00,263.7777099609375,263.9800109863281,263.010009765625,263.4700012207031,0.0,0.0
2021-03-12 16:50:00,263.4960021972656,263.6400146484375,263.2250061035156,263.3887023925781,0.0,0.0
2021-03-12 16:52:00,263.45001220703125,263.9200134277344,263.40008544921875,263.489990234375,0.0,0.0
2021-03-12 16:54:00,263.4150085449219,263.9599914550781,263.20001220703125,263.8349914550781,0.0,0.0
2021-03-12 16:56:00,263.8500061035156,264.510009765625,263.6946105957031,264.4200134277344,0.0,0.0
2021-03-12 16:58:00,264.42999267578125,265.010009765625,264.3200988769531,264.6960144042969,0.0,0.0
2021-03-12 17:00:00,264.7300109863281,264.7756042480469,264.1600036621094,264.2799987792969,0.078125,0.3597
2021-03-12 17:02:00,264.239990234375,264.4949951171875,263.989990234375,264.2279052734375,0.078125,0.3597
2021-03-12 17:04:00,264.25,264.29998779296875,263.6600036621094,263.8500061035156,0.078125,0.3597
2021-03-12 17:06:00,263.9599914550781,264.17999267578125,263.8299865722656,264.0090026855469,0.078125,0.3597
2021-03-12 17:08:00,263.931884765625,264.8999938964844,263.931884765625,264.6199951171875,0.078125,0.3597
2021-03-12 17:10:00,264.6199951171875,265.0199890136719,264.2699890136719,264.80340576171875,0.078125,0.3597
2021-03-12 17:12:00,264.80499267578125,265.5,264.6199951171875,265.3700866699219,0.078125,0.3597
2021-03-12 17:14:00,265.3500061035156,266.2200012207031,265.22100830078125,266.1300048828125,0.078125,0.3597
2021-03-12 17:16:00,266.2099914550781,266.6799011230469,265.75,266.5,0.078125,0.3597
2021-03-12 17:18:00,266.55999755859375,267.2900085449219,266.4200134277344,266.9800109863281,0.078125,0.3597
2021-03-12 17:20:00,266.9685974121094,267.0790100097656,266.25,266.3999938964844,0.078125,0.3597
2021-03-12 17:22:00,266.3999938964844,266.6000061035156,266.04998779296875,266.1600036621094,0.078125,0.3597
2021-03-12 17:24:00,266.17999267578125,267.3900146484375,266.1199951171875,266.747314453125,0.078125,0.3597
2021-03-12 17:26:00,266.739990234375,266.8299865722656,266.17999267578125,266.4599914550781,0.078125,0.3597
2021-03-12 17:28:00,266.4110107421875,267.0,266.2701110839844,266.69000244140625,0.078125,0.3597
2021-03-12 17:30:00,266.739990234375,267.1299133300781,266.54998779296875,267.05999755859375,0.078125,0.3597
2021-03-12 17:32:00,267.1199951171875,267.2799072265625,266.3700866699219,266.510009765625,0.078125,0.3597
2021-03-12 17:34:00,266.5640869140625,266.840087890625,266.2699890136719,266.489990234375,-0.2,0.3182
2021-03-12 17:36:00,266.5050048828125,267.5,266.4800109863281,267.42999267578125,-0.2,0.3182
2021-03-12 17:38:00,267.4244079589844,267.71990966796875,266.9700012207031,267.2650146484375,-0.2,0.3182
2021-03-12 17:40:00,267.32879638671875,267.64990234375,266.95001220703125,267.6300048828125,-0.2,0.3182
2021-03-12 17:42:00,267.6391906738281,267.8999938964844,267.46380615234375,267.6134948730469,-0.2,0.3182
2021-03-12 17:44:00,267.6300048828125,268.04998779296875,267.4599914550781,267.9934997558594,-0.2,0.3182
2021-03-12 17:46:00,267.9700012207031,268.5400085449219,267.7900085449219,268.43499755859375,-0.2,0.3182
2021-03-12 17:48:00,268.4254150390625,268.4999084472656,267.489990234375,267.5400085449219,-0.2,0.3182
2021-03-12 17:50:00,267.5400085449219,267.68939208984375,266.6690979003906,266.8158874511719,-0.2,0.3182
2021-03-12 17:52:00,266.80499267578125,267.0692138671875,266.7401123046875,266.92999267578125,-0.2,0.3182
2021-03-12 17:54:00,266.95001220703125,267.3699951171875,266.5199890136719,266.57000732421875,-0.2,0.3182
2021-03-12 17:56:00,266.5600891113281,266.81988525390625,266.1499938964844,266.7200012207031,-0.2,0.3182
2021-03-12 17:58:00,266.6700134277344,266.6700134277344,266.16009521484375,266.4700012207031,-0.2,0.3182
2021-03-12 18:00:00,266.5199890136719,266.5199890136719,265.7799987792969,265.95001220703125,-0.2,0.3182
2021-03-12 18:02:00,265.92999267578125,266.55999755859375,265.8999938964844,266.4299011230469,-0.2,0.3182
2021-03-12 18:04:00,266.4100036621094,267.3576965332031,266.3666076660156,267.3399963378906,-0.2,0.3182
2021-03-12 18:06:00,267.3500061035156,268.17999267578125,267.3500061035156,267.67999267578125,-0.2,0.3182
2021-03-12 18:08:00,267.659912109375,267.659912109375,267.1400146484375,267.32989501953125,-0.2,0.3182
2021-03-12 18:10:00,267.32000732421875,267.6098937988281,267.0400085449219,267.2799987792969,-0.2,0.3182
2021-03-12 18:12:00,267.2900085449219,267.75,267.239990234375,267.6300048828125,-0.2,0.3182
2021-03-12 18:14:00,267.6700134277344,267.89898681640625,267.32501220703125,267.54400634765625,-0.2,0.3182
2021-03-12 18:16:00,267.49169921875,267.5299987792969,266.9200134277344,267.22100830078125,-0.2,0.3182
2021-03-12 18:18:00,267.2699890136719,267.8800048828125,267.260009765625,267.70001220703125,-0.2,0.3182
2021-03-12 18:20:00,267.67999267578125,267.69989013671875,266.9100036621094,267.5,-0.2,0.3182
2021-03-12 18:22:00,267.5799865722656,267.6400146484375,267.1210021972656,267.2392883300781,-0.2,0.3182
