===============================================================================
Id,newsRACE,len,datetime,open,high,low,close,volume,openinterest,sentiment,MA_cross_Sentiment,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown
489,newsRACE,489,2021-03-09 19:30:00,193.4499969482422,193.61000061035156,193.4499969482422,193.60499572753906,-0.05021016279292834,,-0.5939389769844813,MA_cross_Sentiment,489,737858.8125,Broker,489,807.1349945068359,1000.739990234375,BuySell,489,,,Trades - Net Profit/Loss,489,,,DrawDown,489,0.0943417667751854,0.39850006103515623
490,newsRACE,490,2021-03-09 19:32:00,193.72000122070312,193.72000122070312,193.49000549316406,193.49000549316406,-0.05500096653171232,,-0.5940233295336761,MA_cross_Sentiment,490,737858.8138888889,Broker,490,807.1349945068359,1000.625,BuySell,490,,,Trades - Net Profit/Loss,490,,,DrawDown,490,0.10582144697956757,0.39850006103515623
491,newsRACE,491,2021-03-09 19:34:00,193.60000610351562,193.60000610351562,193.60000610351562,193.60000610351562,-0.059613557502926524,,-0.593839874314233,MA_cross_Sentiment,491,737858.8152777777,Broker,491,1000.7350006103516,1000.7350006103516,BuySell,491,,196.50400619506834,Trades - Net Profit/Loss,491,,-0.149993896484375,DrawDown,491,0.09483988984137873,0.39850006103515623
492,newsRACE,492,2021-03-09 19:36:00,193.73500061035156,193.97999572753906,193.73500061035156,193.97999572753906,-0.06399576913033192,,-0.5936052619401041,MA_cross_Sentiment,492,737858.8166666667,Broker,492,1194.4700012207031,1000.4900054931641,BuySell,492,,196.88969566345213,Trades - Net Profit/Loss,492,,,DrawDown,492,0.11929818938511018,0.39850006103515623
493,newsRACE,493,2021-03-09 19:38:00,193.88999938964844,193.9199981689453,193.82000732421875,193.9199981689453,-0.06814760141392849,,-0.5933194924112891,MA_cross_Sentiment,493,737858.8180555556,Broker,493,1194.4700012207031,1000.5500030517578,BuySell,493,,,Trades - Net Profit/Loss,493,,,DrawDown,493,0.11330852609375791,0.39850006103515623
494,newsRACE,494,2021-03-09 19:40:00,193.88999938964844,193.9600067138672,193.88999938964844,193.9600067138672,-0.07206905435371626,,-0.5929825657277882,MA_cross_Sentiment,494,737858.8194444445,Broker,494,1194.4700012207031,1000.5099945068359,BuySell,494,,,Trades - Net Profit/Loss,494,,,DrawDown,494,0.11730265049607878,0.39850006103515623
495,newsRACE,495,2021-03-09 19:42:00,193.80999755859375,193.80999755859375,193.80999755859375,193.80999755859375,-0.0757601279496952,,-0.5925944818896012,MA_cross_Sentiment,495,737858.8208333333,Broker,495,1194.4700012207031,1000.6600036621094,BuySell,495,,,Trades - Net Profit/Loss,495,,,DrawDown,495,0.10232696895556907,0.39850006103515623
496,newsRACE,496,2021-03-09 19:44:00,193.8300018310547,193.8300018310547,193.8300018310547,193.8300018310547,-0.07922082220186535,,-0.5921552408967282,MA_cross_Sentiment,496,737858.8222222222,Broker,496,1194.4700012207031,1000.6399993896484,BuySell,496,,,Trades - Net Profit/Loss,496,,,DrawDown,496,0.1043240311567295,0.39850006103515623
497,newsRACE,497,2021-03-09 19:46:00,193.83999633789062,193.99000549316406,193.6699981689453,193.7100067138672,-0.08245113711022667,,-0.591664842749169,MA_cross_Sentiment,497,737858.8236111111,Broker,497,1194.4700012207031,1000.7599945068359,BuySell,497,,,Trades - Net Profit/Loss,497,,,DrawDown,497,0.09234470457402495,0.39850006103515623
498,newsRACE,498,2021-03-09 19:48:00,193.6999969482422,193.80999755859375,193.6999969482422,193.80999755859375,-0.08545107267477918,,-0.5911232874469241,MA_cross_Sentiment,498,737858.825,Broker,498,1194.4700012207031,1000.6600036621094,BuySell,498,,,Trades - Net Profit/Loss,498,,,DrawDown,498,0.10232696895556907,0.39850006103515623
499,newsRACE,499,2021-03-09 19:50:00,193.6999969482422,193.8300018310547,193.6699981689453,193.8300018310547,-0.08822062889552289,,-0.590530574989993,MA_cross_Sentiment,499,737858.8263888889,Broker,499,1194.4700012207031,1000.6399993896484,BuySell,499,,,Trades - Net Profit/Loss,499,,,DrawDown,499,0.1043240311567295,0.39850006103515623
500,newsRACE,500,2021-03-09 19:52:00,193.75999450683594,193.75999450683594,193.75999450683594,193.75999450683594,-0.09075980577245776,,-0.5898867053783757,MA_cross_Sentiment,500,737858.8277777778,Broker,500,1194.4700012207031,1000.7100067138672,BuySell,500,,,Trades - Net Profit/Loss,500,,,DrawDown,500,0.0973350751087325,0.39850006103515623
501,newsRACE,501,2021-03-09 19:54:00,193.67999267578125,193.72000122070312,193.5500030517578,193.5500030517578,-0.09306860330558385,,-0.5891916786120727,MA_cross_Sentiment,501,737858.8291666667,Broker,501,1194.4700012207031,1000.9199981689453,BuySell,501,,,Trades - Net Profit/Loss,501,,,DrawDown,501,0.07637125358899954,0.39850006103515623
502,newsRACE,502,2021-03-09 19:56:00,193.5500030517578,193.5850067138672,193.52000427246094,193.5399932861328,-0.0951470214949011,,-0.5884454946910835,MA_cross_Sentiment,502,737858.8305555555,Broker,502,1194.4700012207031,1000.9300079345703,BuySell,502,,,Trades - Net Profit/Loss,502,,,DrawDown,502,0.07537196083235481,0.39850006103515623
503,newsRACE,503,2021-03-09 20:00:00,193.2899932861328,193.2899932861328,193.2899932861328,193.2899932861328,-0.09861271984210919,,-0.5867996553850472,MA_cross_Sentiment,503,737858.8333333334,Broker,503,1194.4700012207031,1001.1800079345703,BuySell,503,,,Trades - Net Profit/Loss,503,,,DrawDown,503,0.05041401491030098,0.39850006103515623
504,newsRACE,504,2021-03-09 20:02:00,193.5,193.5500030517578,193.47999572753906,193.5500030517578,-0.1,,-0.5859,MA_cross_Sentiment,504,737858.8347222222,Broker,504,1194.4700012207031,1000.9199981689453,BuySell,504,,,Trades - Net Profit/Loss,504,,,DrawDown,504,0.07637125358899954,0.39850006103515623
505,newsRACE,505,2021-03-09 20:08:00,193.99000549316406,193.99000549316406,193.99000549316406,193.99000549316406,-0.10277956441081958,,-0.582894090916742,MA_cross_Sentiment,505,737858.838888889,Broker,505,1194.4700012207031,1000.4799957275391,BuySell,505,,,Trades - Net Profit/Loss,505,,,DrawDown,505,0.12029748214175492,0.39850006103515623
506,newsRACE,506,2021-03-09 20:10:00,194.05999755859375,194.05999755859375,194.0,194.0399932861328,-0.10324532719347515,,-0.5817898069129508,MA_cross_Sentiment,506,737858.8402777778,Broker,506,1194.4700012207031,1000.4300079345703,BuySell,506,,,Trades - Net Profit/Loss,506,,,DrawDown,506,0.12528785267646245,0.39850006103515623
507,newsRACE,507,2021-03-09 20:12:00,193.99000549316406,193.99000549316406,193.99000549316406,193.99000549316406,-0.1034807106323219,,-0.5806343657544735,MA_cross_Sentiment,507,737858.8416666667,Broker,507,1194.4700012207031,1000.4799957275391,BuySell,507,,,Trades - Net Profit/Loss,507,,,DrawDown,507,0.12029748214175492,0.39850006103515623
508,newsRACE,508,2021-03-09 20:14:00,194.0850067138672,194.0850067138672,194.0850067138672,194.0850067138672,-0.10348571472735985,,-0.5794277674413101,MA_cross_Sentiment,508,737858.8430555556,Broker,508,1194.4700012207031,1000.3849945068359,BuySell,508,,,Trades - Net Profit/Loss,508,,,DrawDown,508,0.1297816234571057,0.39850006103515623
509,newsRACE,509,2021-03-09 20:16:00,194.16000366210938,194.16000366210938,193.89999389648438,193.89999389648438,-0.10326033947858898,,-0.5781700119734607,MA_cross_Sentiment,509,737858.8444444444,Broker,509,1194.4700012207031,1000.5700073242188,BuySell,509,,,Trades - Net Profit/Loss,509,,,DrawDown,509,0.11131146389259748,0.39850006103515623
510,newsRACE,510,2021-03-09 20:18:00,193.74000549316406,193.9199981689453,193.69000244140625,193.69000244140625,-0.10280458488600928,,-0.5768610993509253,MA_cross_Sentiment,510,737858.8458333333,Broker,510,1194.4700012207031,1000.7799987792969,BuySell,510,,,Trades - Net Profit/Loss,510,,,DrawDown,510,0.09034764237286452,0.39850006103515623
511,newsRACE,511,2021-03-09 20:22:00,193.74000549316406,193.74000549316406,193.74000549316406,193.74000549316406,-0.1012019376694235,,-0.5740898026417965,MA_cross_Sentiment,511,737858.848611111,Broker,511,1194.4700012207031,1000.7299957275391,BuySell,511,,,Trades - Net Profit/Loss,511,,,DrawDown,511,0.0953395362197011,0.39850006103515623
512,newsRACE,512,2021-03-09 20:24:00,193.8800048828125,193.8800048828125,193.7949981689453,193.7949981689453,-0.10005504504541737,,-0.572627418555203,MA_cross_Sentiment,512,737858.85,Broker,512,1194.4700012207031,1000.6750030517578,BuySell,512,,,Trades - Net Profit/Loss,512,,,DrawDown,512,0.100829553132731,0.39850006103515623
513,newsRACE,513,2021-03-09 20:26:00,193.8800048828125,193.8800048828125,193.8699951171875,193.8699951171875,-0.09867777307760242,,-0.5711138773139236,MA_cross_Sentiment,513,737858.8513888889,Broker,513,1194.4700012207031,1000.6000061035156,BuySell,513,,,Trades - Net Profit/Loss,513,,,DrawDown,513,0.10831663224692134,0.39850006103515623
514,newsRACE,514,2021-03-09 20:28:00,193.7100067138672,193.97000122070312,193.7100067138672,193.75,-0.09707012176597868,,-0.5695491789179581,MA_cross_Sentiment,514,737858.8527777778,Broker,514,1194.4700012207031,1000.7200012207031,BuySell,514,,,Trades - Net Profit/Loss,514,,,DrawDown,514,0.09633730566421679,0.39850006103515623
515,newsRACE,515,2021-03-09 20:30:00,193.7100067138672,193.7100067138672,193.52999877929688,193.55999755859375,-0.09523209111054612,,-0.5679333233673065,MA_cross_Sentiment,515,737858.8541666666,Broker,515,1194.4700012207031,1000.9100036621094,BuySell,515,,,Trades - Net Profit/Loss,515,,,DrawDown,515,0.07736902303351524,0.39850006103515623
516,newsRACE,516,2021-03-09 20:32:00,193.52999877929688,193.6999969482422,193.52999877929688,193.55999755859375,-0.09316368111130473,,-0.5662663106619689,MA_cross_Sentiment,516,737858.8555555556,Broker,516,1194.4700012207031,1000.9100036621094,BuySell,516,,,Trades - Net Profit/Loss,516,,,DrawDown,516,0.07736902303351524,0.39850006103515623
517,newsRACE,517,2021-03-09 20:34:00,193.5399932861328,193.7899932861328,193.52000427246094,193.7899932861328,-0.09086489176825455,,-0.5645481408019454,MA_cross_Sentiment,517,737858.8569444445,Broker,517,1194.4700012207031,1000.6800079345703,BuySell,517,,,Trades - Net Profit/Loss,517,,,DrawDown,517,0.10032990675440863,0.39850006103515623
518,newsRACE,518,2021-03-09 20:36:00,193.5,193.7100067138672,193.5,193.7100067138672,-0.08833572308139553,,-0.5627788137872358,MA_cross_Sentiment,518,737858.8583333333,Broker,518,1194.4700012207031,1000.7599945068359,BuySell,518,,,Trades - Net Profit/Loss,518,,,DrawDown,518,0.09234470457402495,0.39850006103515623
519,newsRACE,519,2021-03-09 20:38:00,193.5,193.7899932861328,193.5,193.7899932861328,-0.08557617505072773,,-0.5609583296178402,MA_cross_Sentiment,519,737858.8597222222,Broker,519,1194.4700012207031,1000.6800079345703,BuySell,519,,,Trades - Net Profit/Loss,519,,,DrawDown,519,0.10032990675440863,0.39850006103515623
520,newsRACE,520,2021-03-09 20:40:00,193.89999389648438,193.89999389648438,193.52999877929688,193.66000366210938,-0.0825862476762511,,-0.5590866882937585,MA_cross_Sentiment,520,737858.8611111111,Broker,520,1194.4700012207031,1000.8099975585938,BuySell,520,,,Trades - Net Profit/Loss,520,,,DrawDown,520,0.08735281072718838,0.39850006103515623
521,newsRACE,521,2021-03-09 20:42:00,193.55999755859375,193.60000610351562,193.5,193.60000610351562,-0.07936594095796565,,-0.5571638898149909,MA_cross_Sentiment,521,737858.8625,Broker,521,1194.4700012207031,1000.8699951171875,BuySell,521,,,Trades - Net Profit/Loss,521,,,DrawDown,521,0.08136314743583611,0.39850006103515623
522,newsRACE,522,2021-03-09 20:44:00,193.39999389648438,193.61000061035156,193.3800048828125,193.3800048828125,-0.07591525489587139,,-0.5551899341815372,MA_cross_Sentiment,522,737858.8638888889,Broker,522,1194.4700012207031,1001.0899963378906,BuySell,522,,,Trades - Net Profit/Loss,522,,,DrawDown,522,0.059400033159458424,0.39850006103515623
523,newsRACE,523,2021-03-09 20:46:00,193.32000732421875,193.3300018310547,193.0800018310547,193.0800018310547,-0.07223418948996833,,-0.5531648213933975,MA_cross_Sentiment,523,737858.8652777778,Broker,523,1194.4700012207031,1001.3899993896484,BuySell,523,,,Trades - Net Profit/Loss,523,,,DrawDown,523,0.02945019339056803,0.39850006103515623
524,newsRACE,524,2021-03-09 20:48:00,193.25999450683594,193.52000427246094,193.17999267578125,193.5,-0.06832274474025643,,-0.5510885514505718,MA_cross_Sentiment,524,737858.8666666667,Broker,524,1194.4700012207031,1000.9700012207031,BuySell,524,,,Trades - Net Profit/Loss,524,,,DrawDown,524,0.07137935974216297,0.39850006103515623
525,newsRACE,525,2021-03-09 20:50:00,193.49000549316406,193.49000549316406,193.22999572753906,193.22999572753906,-0.06418092064673575,,-0.5489611243530601,MA_cross_Sentiment,525,737858.8680555555,Broker,525,1194.4700012207031,1001.2400054931641,BuySell,525,,,Trades - Net Profit/Loss,525,,,DrawDown,525,0.04442435161894871,0.39850006103515623
526,newsRACE,526,2021-03-09 20:52:00,193.3000030517578,193.3000030517578,192.97000122070312,192.97000122070312,-0.059808717209406254,,-0.5467825401008622,MA_cross_Sentiment,526,737858.8694444444,Broker,526,1194.4700012207031,1001.5,BuySell,526,,,Trades - Net Profit/Loss,526,,,DrawDown,526,0.018468636252379184,0.39850006103515623
527,newsRACE,527,2021-03-09 20:54:00,192.97000122070312,193.1300048828125,192.9499969482422,193.02999877929688,-0.05520613442826791,,-0.5445527986939784,MA_cross_Sentiment,527,737858.8708333333,Broker,527,1194.4700012207031,1001.4400024414062,BuySell,527,,,Trades - Net Profit/Loss,527,,,DrawDown,527,0.02445829954373146,0.39850006103515623
528,newsRACE,528,2021-03-09 20:56:00,193.0,193.05499267578125,192.8800048828125,192.97500610351562,-0.05042876041034185,,-0.542276060909825,MA_cross_Sentiment,528,737858.8722222223,Broker,528,1194.4700012207031,1001.4949951171875,BuySell,528,,,Trades - Net Profit/Loss,528,,,DrawDown,528,0.018968282630701553,0.39850006103515623
529,newsRACE,529,2021-03-09 20:58:00,192.8800048828125,193.1699981689453,192.8800048828125,193.1699981689453,-0.045810123797754496,,-0.5399772914129021,MA_cross_Sentiment,529,737858.8736111111,Broker,529,1194.4700012207031,1001.3000030517578,BuySell,529,,,Trades - Net Profit/Loss,529,,,DrawDown,529,0.03843468832759644,0.39850006103515623
530,newsRACE,530,2021-03-10 14:30:00,194.42999267578125,194.42999267578125,193.8000030517578,193.83999633789062,0.136364,,-0.3062,MA_cross_Sentiment,530,737859.6041666666,Broker,530,1194.4700012207031,1000.6300048828125,BuySell,530,,,Trades - Net Profit/Loss,530,,,DrawDown,530,0.1053218006012452,0.39850006103515623
531,newsRACE,531,2021-03-10 14:32:00,194.0,194.1300048828125,193.99000549316406,193.99000549316406,0.06461644138943626,,-0.14255193595287532,MA_cross_Sentiment,531,737859.6055555556,Broker,531,1194.4700012207031,1000.4799957275391,BuySell,531,,,Trades - Net Profit/Loss,531,,,DrawDown,531,0.12029748214175492,0.39850006103515623
532,newsRACE,532,2021-03-10 14:34:00,194.0850067138672,194.0850067138672,193.5749969482422,193.5749969482422,0.0,,0.0,MA_cross_Sentiment,532,737859.6069444445,Broker,532,1194.4700012207031,1000.8950042724609,BuySell,532,,,Trades - Net Profit/Loss,532,,,DrawDown,532,0.0788664388563533,0.39850006103515623
533,newsRACE,533,2021-03-10 14:36:00,193.52000427246094,193.52000427246094,193.00999450683594,193.00999450683594,-0.03784625323798986,,0.07724295826173952,MA_cross_Sentiment,533,737859.6083333333,Broker,533,1194.4700012207031,1001.4600067138672,BuySell,533,,,Trades - Net Profit/Loss,533,,,DrawDown,533,0.022461237342571022,0.39850006103515623
534,newsRACE,534,2021-03-10 14:38:00,193.19000244140625,193.36000061035156,193.1699981689453,193.36000061035156,-0.04892231832453333,,0.08917693883234325,MA_cross_Sentiment,534,737859.6097222222,Broker,534,1194.4700012207031,1001.1100006103516,BuySell,534,,,Trades - Net Profit/Loss,534,,,DrawDown,534,0.05740297095829799,0.39850006103515623
535,newsRACE,535,2021-03-10 14:40:00,193.52499389648438,193.52499389648438,193.52499389648438,193.52499389648438,-0.036367019872611005,,0.046476941135917604,MA_cross_Sentiment,535,737859.6111111111,Broker,535,1194.4700012207031,1000.9450073242188,BuySell,535,,,Trades - Net Profit/Loss,535,,,DrawDown,535,0.07387454500951673,0.39850006103515623
536,newsRACE,536,2021-03-10 14:42:00,193.52000427246094,193.6300048828125,193.3874969482422,193.3874969482422,-0.01901330556010636,,0.013192961717101034,MA_cross_Sentiment,536,737859.6125,Broker,536,1194.4700012207031,1001.0825042724609,BuySell,536,,,Trades - Net Profit/Loss,536,,,DrawDown,536,0.060147979414812945,0.39850006103515623
537,newsRACE,537,2021-03-10 14:44:00,193.36500549316406,193.58999633789062,193.36500549316406,193.58999633789062,0.0,,0.0,MA_cross_Sentiment,537,737859.6138888889,Broker,537,1194.4700012207031,1000.8800048828125,BuySell,537,,,Trades - Net Profit/Loss,537,,,DrawDown,537,0.08036385467919138,0.39850006103515623
538,newsRACE,538,2021-03-10 14:46:00,193.6199951171875,193.66000366210938,193.5800018310547,193.63999938964844,0.020672896807708067,,0.006898055984614439,MA_cross_Sentiment,538,737859.6152777778,Broker,538,1194.4700012207031,1000.8300018310547,BuySell,538,,,Trades - Net Profit/Loss,538,,,DrawDown,538,0.08535574852602795,0.39850006103515623
539,newsRACE,539,2021-03-10 14:48:00,193.5500030517578,193.63499450683594,193.5500030517578,193.63499450683594,0.043005384863017866,,0.03388712967094443,MA_cross_Sentiment,539,737859.6166666667,Broker,539,1000.9199981689453,1000.9199981689453,BuySell,539,190.64675300598145,,Trades - Net Profit/Loss,539,0.18499755859375,,DrawDown,539,0.07637125358899954,0.39850006103515623
540,newsRACE,540,2021-03-10 14:50:00,193.5800018310547,193.8000030517578,193.5399932861328,193.72000122070312,0.06699746416592939,,0.0809672210589899,MA_cross_Sentiment,540,737859.6180555555,Broker,540,807.3399963378906,1001.0599975585938,BuySell,540,190.63689338684082,,Trades - Net Profit/Loss,540,,,DrawDown,540,0.062394864805134564,0.39850006103515623
541,newsRACE,541,2021-03-10 14:52:00,193.67999267578125,193.99000549316406,193.6300048828125,193.77000427246094,0.09264913471644262,,0.14813833014875089,MA_cross_Sentiment,541,737859.6194444444,Broker,541,807.3399963378906,1001.1100006103516,BuySell,541,,,Trades - Net Profit/Loss,541,,,DrawDown,541,0.05740297095829799,0.39850006103515623
542,newsRACE,542,2021-03-10 14:54:00,193.9499969482422,194.0,193.64999389648438,193.77000427246094,0.1186093180431621,,0.2257046650745078,MA_cross_Sentiment,542,737859.6208333333,Broker,542,807.3399963378906,1001.1100006103516,BuySell,542,,,Trades - Net Profit/Loss,542,,,DrawDown,542,0.05740297095829799,0.39850006103515623
543,newsRACE,543,2021-03-10 14:56:00,193.6750030517578,193.75999450683594,193.4550018310547,193.4550018310547,0.13677154331771488,,0.25549147464194294,MA_cross_Sentiment,543,737859.6222222223,Broker,543,807.3399963378906,1000.7949981689453,BuySell,543,,,Trades - Net Profit/Loss,543,,,DrawDown,543,0.08885022655002646,0.39850006103515623
544,newsRACE,544,2021-03-10 14:58:00,193.6199951171875,193.6199951171875,193.6199951171875,193.6199951171875,0.14578473206870546,,0.2278029669853367,MA_cross_Sentiment,544,737859.6236111111,Broker,544,807.3399963378906,1000.9599914550781,BuySell,544,,,Trades - Net Profit/Loss,544,,,DrawDown,544,0.0723786524988077,0.39850006103515623
545,newsRACE,545,2021-03-10 15:00:00,193.52999877929688,193.5500030517578,193.2899932861328,193.375,0.14564888429613387,,0.14263914210468898,MA_cross_Sentiment,545,737859.625,Broker,545,807.3399963378906,1000.7149963378906,BuySell,545,,,Trades - Net Profit/Loss,545,,,DrawDown,545,0.09683695204253916,0.39850006103515623
546,newsRACE,546,2021-03-10 15:02:00,193.30499267578125,193.6385040283203,193.30499267578125,193.47500610351562,0.136364,,0.0,MA_cross_Sentiment,546,737859.6263888889,Broker,546,807.3399963378906,1000.8150024414062,BuySell,546,,,Trades - Net Profit/Loss,546,,,DrawDown,546,0.08685316434886602,0.39850006103515623
547,newsRACE,547,2021-03-10 15:04:00,193.63999938964844,193.63999938964844,193.56500244140625,193.56500244140625,0.11793007918030401,,-0.20011445932873037,MA_cross_Sentiment,547,737859.6277777777,Broker,547,807.3399963378906,1000.9049987792969,BuySell,547,,,Trades - Net Profit/Loss,547,,,DrawDown,547,0.07786866941183761,0.39850006103515623
548,newsRACE,548,2021-03-10 15:06:00,193.44000244140625,193.53500366210938,193.30999755859375,193.32000732421875,0.09196564095146523,,-0.4384409770305782,MA_cross_Sentiment,548,737859.6291666667,Broker,548,807.3399963378906,1000.6600036621094,BuySell,548,,,Trades - Net Profit/Loss,548,,,DrawDown,548,0.10232696895556907,0.39850006103515623
549,newsRACE,549,2021-03-10 15:08:00,193.32000732421875,193.3249969482422,193.32000732421875,193.3249969482422,0.0681818,,-0.5994,MA_cross_Sentiment,549,737859.6305555556,Broker,549,807.3399963378906,1000.6649932861328,BuySell,549,,,Trades - Net Profit/Loss,549,,,DrawDown,549,0.10182884588937573,0.39850006103515623
550,newsRACE,550,2021-03-10 15:10:00,193.22999572753906,193.25,192.97000122070312,193.02000427246094,0.048197075440327704,,-0.6637282693860717,MA_cross_Sentiment,550,737859.6319444445,Broker,550,807.3399963378906,1000.3600006103516,BuySell,550,,,Trades - Net Profit/Loss,550,,,DrawDown,550,0.13227680872445946,0.39850006103515623
551,newsRACE,551,2021-03-10 15:14:00,192.6699981689453,192.6699981689453,192.6699981689453,192.6699981689453,0.019624975496361934,,-0.5024925474081653,MA_cross_Sentiment,551,737859.6347222222,Broker,551,807.3399963378906,1000.0099945068359,BuySell,551,,,Trades - Net Profit/Loss,551,,,DrawDown,551,0.16721854234018643,0.39850006103515623
552,newsRACE,552,2021-03-10 15:16:00,193.0500030517578,193.10000610351562,193.0,193.10000610351562,0.010453133609972874,,-0.32849429909238925,MA_cross_Sentiment,552,737859.6361111111,Broker,552,807.3399963378906,1000.4400024414062,BuySell,552,,,Trades - Net Profit/Loss,552,,,DrawDown,552,0.12429008323194675,0.39850006103515623
553,newsRACE,553,2021-03-10 15:18:00,192.85000610351562,192.85000610351562,192.7449951171875,192.7449951171875,0.003911475111185562,,-0.16099678328966746,MA_cross_Sentiment,553,737859.6375,Broker,553,807.3399963378906,1000.0849914550781,BuySell,553,,,Trades - Net Profit/Loss,553,,,DrawDown,553,0.1597314632259961,0.39850006103515623
554,newsRACE,554,2021-03-10 15:20:00,192.52999877929688,192.625,192.52999877929688,192.61749267578125,0.0,,0.0,MA_cross_Sentiment,554,737859.6388888889,Broker,554,807.3399963378906,999.9574890136719,BuySell,554,,,Trades - Net Profit/Loss,554,,,DrawDown,554,0.17246025937618417,0.39850006103515623
555,newsRACE,555,2021-03-10 15:22:00,192.71499633789062,192.71499633789062,192.64999389648438,192.66000366210938,-0.0012812917235838109,,0.15449605077661321,MA_cross_Sentiment,555,737859.6402777778,Broker,555,807.3399963378906,1000.0,BuySell,555,,,Trades - Net Profit/Loss,555,,,DrawDown,555,0.16821631178470214,0.39850006103515623
556,newsRACE,556,2021-03-10 15:24:00,192.58999633789062,192.58999633789062,192.58999633789062,192.58999633789062,-0.000382030614238518,,0.2999929296189858,MA_cross_Sentiment,556,737859.6416666667,Broker,556,807.3399963378906,999.9299926757812,BuySell,556,,,Trades - Net Profit/Loss,556,,,DrawDown,556,0.17520526783269913,0.39850006103515623
557,newsRACE,557,2021-03-10 15:26:00,192.41000366210938,192.47000122070312,192.35000610351562,192.44500732421875,0.0,,0.4215,MA_cross_Sentiment,557,737859.6430555555,Broker,557,807.3399963378906,999.7850036621094,BuySell,557,,,Trades - Net Profit/Loss,557,,,DrawDown,557,0.18967977968275745,0.39850006103515623
558,newsRACE,558,2021-03-10 15:28:00,192.25999450683594,192.52000427246094,192.25999450683594,192.36000061035156,-0.0005848304355409025,,0.5165188224984694,MA_cross_Sentiment,558,737859.6444444444,Broker,558,807.3399963378906,999.6999969482422,BuySell,558,,,Trades - Net Profit/Loss,558,,,DrawDown,558,0.19816615155359252,0.39850006103515623
559,newsRACE,559,2021-03-10 15:30:00,192.2899932861328,192.31500244140625,192.22999572753906,192.22999572753906,-0.0021365219208612277,,0.5850493971143941,MA_cross_Sentiment,559,737859.6458333334,Broker,559,807.3399963378906,999.5699920654297,BuySell,559,,,Trades - Net Profit/Loss,559,,,DrawDown,559,0.2111447708929418,0.39850006103515623
560,newsRACE,560,2021-03-10 15:32:00,192.47000122070312,192.47000122070312,192.47000122070312,192.47000122070312,-0.004655074455960971,,0.627091723847774,MA_cross_Sentiment,560,737859.6472222222,Broker,560,807.3399963378906,999.8099975585938,BuySell,560,,,Trades - Net Profit/Loss,560,,,DrawDown,560,0.1871845944154037,0.39850006103515623
561,newsRACE,561,2021-03-10 15:34:00,192.58999633789062,192.58999633789062,192.58999633789062,192.58999633789062,-0.008140488040840138,,0.6426458026986092,MA_cross_Sentiment,561,737859.6486111111,Broker,561,807.3399963378906,999.9299926757812,BuySell,561,,,Trades - Net Profit/Loss,561,,,DrawDown,561,0.17520526783269913,0.39850006103515623
562,newsRACE,562,2021-03-10 15:36:00,192.75999450683594,192.77000427246094,192.6300048828125,192.64999389648438,-0.012592762675498725,,0.6317116336668995,MA_cross_Sentiment,562,737859.65,Broker,562,807.3399963378906,999.989990234375,BuySell,562,,,Trades - Net Profit/Loss,562,,,DrawDown,562,0.16921560454134688,0.39850006103515623
563,newsRACE,563,2021-03-10 15:38:00,192.6699981689453,192.77999877929688,192.11000061035156,192.25,-0.01801189835993674,,0.5942892167526453,MA_cross_Sentiment,563,737859.651388889,Broker,563,807.3399963378906,999.5899963378906,BuySell,563,,,Trades - Net Profit/Loss,563,,,DrawDown,563,0.20914770869178137,0.39850006103515623
564,newsRACE,564,2021-03-10 15:40:00,192.10000610351562,192.39999389648438,192.08999633789062,192.39999389648438,-0.02439789509415417,,0.5303785519558462,MA_cross_Sentiment,564,737859.6527777778,Broker,564,807.3399963378906,999.739990234375,BuySell,564,,,Trades - Net Profit/Loss,564,,,DrawDown,564,0.19417355046340068,0.39850006103515623
565,newsRACE,565,2021-03-10 15:42:00,192.625,192.625,192.4600067138672,192.4600067138672,-0.03175075287815102,,0.4399796392765025,MA_cross_Sentiment,565,737859.6541666667,Broker,565,807.3399963378906,999.8000030517578,BuySell,565,,,Trades - Net Profit/Loss,565,,,DrawDown,565,0.18818236385991938,0.39850006103515623
566,newsRACE,566,2021-03-10 15:44:00,192.47000122070312,192.52999877929688,192.3300018310547,192.4499969482422,-0.03958107648641104,,0.3285097165331333,MA_cross_Sentiment,566,737859.6555555556,Broker,566,807.3399963378906,999.7899932861328,BuySell,566,,,Trades - Net Profit/Loss,566,,,DrawDown,566,0.1891816566165641,0.39850006103515623
567,newsRACE,567,2021-03-10 15:46:00,192.47000122070312,192.75,192.42999267578125,192.6999969482422,-0.044952494565836734,,0.22847221063685516,MA_cross_Sentiment,567,737859.6569444444,Broker,567,807.3399963378906,1000.0399932861328,BuySell,567,,,Trades - Net Profit/Loss,567,,,DrawDown,567,0.1642237106945103,0.39850006103515623
568,newsRACE,568,2021-03-10 15:52:00,192.11000061035156,192.11000061035156,192.11000061035156,192.11000061035156,-0.04337694427801024,,0.029457620941683235,MA_cross_Sentiment,568,737859.661111111,Broker,568,807.3399963378906,999.4499969482422,BuySell,568,,,Trades - Net Profit/Loss,568,,,DrawDown,568,0.22312409747564635,0.39850006103515623
