===============================================================================
Id,newsF,len,datetime,open,high,low,close,volume,openinterest,sentiment,MA_cross_Sentiment,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown
839,newsF,839,2021-03-11 16:26:00,12.90999984741211,12.918999671936035,12.890000343322754,12.890000343322754,-7.439798421101604e-05,,0.005473875249605355,MA_cross_Sentiment,839,737860.6847222223,Broker,839,986.4743003845215,999.3643007278442,BuySell,839,,,Trades - Net Profit/Loss,839,,,DrawDown,839,0.08177497567262434,0.0948526176523185
840,newsF,840,2021-03-11 16:28:00,12.890000343322754,12.899999618530273,12.869999885559082,12.869999885559082,-9.077840605413462e-05,,0.00761816561680171,MA_cross_Sentiment,840,737860.6861111111,Broker,840,986.4743003845215,999.3443002700806,BuySell,840,,,Trades - Net Profit/Loss,840,,,DrawDown,840,0.08377465710807752,0.0948526176523185
841,newsF,841,2021-03-11 16:30:00,12.869999885559082,12.895000457763672,12.859999656677246,12.895000457763672,-0.0001029493747836431,,0.009922288625995349,MA_cross_Sentiment,841,737860.6875,Broker,841,986.4743003845215,999.3693008422852,BuySell,841,,,Trades - Net Profit/Loss,841,,,DrawDown,841,0.08127505531376104,0.0948526176523185
842,newsF,842,2021-03-11 16:32:00,12.895000457763672,12.920000076293945,12.890000343322754,12.900099754333496,-0.00011091089039954149,,0.012386244277186272,MA_cross_Sentiment,842,737860.6888888889,Broker,842,986.4743003845215,999.374400138855,BuySell,842,,,Trades - Net Profit/Loss,842,,,DrawDown,842,0.08076521854877115,0.0948526176523185
843,newsF,843,2021-03-11 16:34:00,12.899999618530273,12.90999984741211,12.880000114440918,12.902199745178223,-0.0001146629529018298,,0.015010032570374478,MA_cross_Sentiment,843,737860.6902777777,Broker,843,986.4743003845215,999.3765001296997,BuySell,843,,,Trades - Net Profit/Loss,843,,,DrawDown,843,0.0805552577190521,0.0948526176523185
844,newsF,844,2021-03-11 16:36:00,12.901399612426758,12.904999732971191,12.880000114440918,12.885000228881836,-0.00011420556229050808,,0.017793653505559972,MA_cross_Sentiment,844,737860.6916666667,Broker,844,986.4743003845215,999.3593006134033,BuySell,844,,,Trades - Net Profit/Loss,844,,,DrawDown,844,0.08227489603148765,0.0948526176523185
845,newsF,845,2021-03-11 16:38:00,12.885000228881836,12.890000343322754,12.869999885559082,12.875,-0.00010953871856557628,,0.020737107082742748,MA_cross_Sentiment,845,737860.6930555556,Broker,845,986.4743003845215,999.3493003845215,BuySell,845,,,Trades - Net Profit/Loss,845,,,DrawDown,845,0.08327473674921423,0.0948526176523185
846,newsF,846,2021-03-11 16:40:00,12.879899978637695,12.890000343322754,12.869999885559082,12.875,-0.00010066242172703436,,0.023840393301922808,MA_cross_Sentiment,846,737860.6944444445,Broker,846,986.4743003845215,999.3493003845215,BuySell,846,,,Trades - Net Profit/Loss,846,,,DrawDown,846,0.08327473674921423,0.0948526176523185
847,newsF,847,2021-03-11 16:42:00,12.875,12.880000114440918,12.859999656677246,12.863900184631348,-8.757667177488242e-05,,0.02710351216310016,MA_cross_Sentiment,847,737860.6958333333,Broker,847,986.4743003845215,999.3382005691528,BuySell,847,,,Trades - Net Profit/Loss,847,,,DrawDown,847,0.08438451608486365,0.0948526176523185
848,newsF,848,2021-03-11 16:44:00,12.867199897766113,12.867199897766113,12.850000381469727,12.850000381469727,-7.028146870912036e-05,,0.03052646366627479,MA_cross_Sentiment,848,737860.6972222222,Broker,848,986.4743003845215,999.3243007659912,BuySell,848,,,Trades - Net Profit/Loss,848,,,DrawDown,848,0.0857742431934718,0.0948526176523185
849,newsF,849,2021-03-11 16:46:00,12.85219955444336,12.85990047454834,12.8100004196167,12.819999694824219,-4.9636998776923136e-05,,0.03396593644563981,MA_cross_Sentiment,849,737860.6986111111,Broker,849,986.4743003845215,999.2943000793457,BuySell,849,,,Trades - Net Profit/Loss,849,,,DrawDown,849,0.08877376534665157,0.0948526176523185
850,newsF,850,2021-03-11 16:48:00,12.824999809265137,12.850000381469727,12.819999694824219,12.845000267028809,-3.080437946134e-05,,0.03656206230635401,MA_cross_Sentiment,850,737860.7,Broker,850,986.4743003845215,999.3193006515503,BuySell,850,,,Trades - Net Profit/Loss,850,,,DrawDown,850,0.0862741635523351,0.0948526176523185
851,newsF,851,2021-03-11 16:50:00,12.850000381469727,12.850000381469727,12.84000015258789,12.850000381469727,-1.4643797009545887e-05,,0.03817152988261047,MA_cross_Sentiment,851,737860.7013888889,Broker,851,986.4743003845215,999.3243007659912,BuySell,851,,,Trades - Net Profit/Loss,851,,,DrawDown,851,0.0857742431934718,0.0948526176523185
852,newsF,852,2021-03-11 16:52:00,12.845000267028809,12.859999656677246,12.832799911499023,12.847200393676758,-1.1552514215408077e-06,,0.03879433917440919,MA_cross_Sentiment,852,737860.7027777778,Broker,852,986.4743003845215,999.3215007781982,BuySell,852,,,Trades - Net Profit/Loss,852,,,DrawDown,852,0.08605419096643054,0.0948526176523185
853,newsF,853,2021-03-11 16:54:00,12.840100288391113,12.850000381469727,12.83240032196045,12.835000038146973,9.661257302675298e-06,,0.038430490181750196,MA_cross_Sentiment,853,737860.7041666667,Broker,853,986.4743003845215,999.3093004226685,BuySell,853,,,Trades - Net Profit/Loss,853,,,DrawDown,853,0.08727400427006168,0.0948526176523185
854,newsF,854,2021-03-11 16:56:00,12.835000038146973,12.84000015258789,12.819999694824219,12.819999694824219,1.7805729163102398e-05,,0.03707998290463348,MA_cross_Sentiment,854,737860.7055555555,Broker,854,986.4743003845215,999.2943000793457,BuySell,854,,,Trades - Net Profit/Loss,854,,,DrawDown,854,0.08877376534665157,0.0948526176523185
855,newsF,855,2021-03-11 16:58:00,12.823399543762207,12.829999923706055,12.819999694824219,12.819999694824219,2.3278164159740478e-05,,0.034742817343059014,MA_cross_Sentiment,855,737860.7069444444,Broker,855,986.4743003845215,999.2943000793457,BuySell,855,,,Trades - Net Profit/Loss,855,,,DrawDown,855,0.08877376534665157,0.0948526176523185
856,newsF,856,2021-03-11 17:00:00,12.824999809265137,12.84000015258789,12.819999694824219,12.82759952545166,2.6078562292589582e-05,,0.031418993497026836,MA_cross_Sentiment,856,737860.7083333334,Broker,856,986.4743003845215,999.3018999099731,BuySell,856,,,Trades - Net Profit/Loss,856,,,DrawDown,856,0.08801392072720057,0.0948526176523185
857,newsF,857,2021-03-11 17:02:00,12.824999809265137,12.850000381469727,12.819999694824219,12.850000381469727,2.6206923561649656e-05,,0.027108511366536914,MA_cross_Sentiment,857,737860.7097222222,Broker,857,986.4743003845215,999.3243007659912,BuySell,857,,,Trades - Net Profit/Loss,857,,,DrawDown,857,0.0857742431934718,0.0948526176523185
858,newsF,858,2021-03-11 17:04:00,12.845000267028809,12.850000381469727,12.829999923706055,12.837800025939941,2.3663247966920753e-05,,0.021811370951589283,MA_cross_Sentiment,858,737860.7111111111,Broker,858,986.4743003845215,999.3121004104614,BuySell,858,,,Trades - Net Profit/Loss,858,,,DrawDown,858,0.08699405649710296,0.0948526176523185
859,newsF,859,2021-03-11 17:06:00,12.830400466918945,12.850000381469727,12.819999694824219,12.837200164794922,1.844753550840284e-05,,0.015527572252183916,MA_cross_Sentiment,859,737860.7125,Broker,859,986.4743003845215,999.3115005493164,BuySell,859,,,Trades - Net Profit/Loss,859,,,DrawDown,859,0.08705403168415712,0.0948526176523185
860,newsF,860,2021-03-11 17:08:00,12.832200050354004,12.83899974822998,12.819999694824219,12.824999809265137,1.0559786186095925e-05,,0.00825711526832083,MA_cross_Sentiment,860,737860.713888889,Broker,860,986.4743003845215,999.2993001937866,BuySell,860,,,Trades - Net Profit/Loss,860,,,DrawDown,860,0.08827384498778829,0.0948526176523185
861,newsF,861,2021-03-11 17:10:00,12.821499824523926,12.829999923706055,12.819999694824219,12.824999809265137,0.0,,0.0,MA_cross_Sentiment,861,737860.7152777778,Broker,861,986.4743003845215,999.2993001937866,BuySell,861,,,Trades - Net Profit/Loss,861,,,DrawDown,861,0.08827384498778829,0.0948526176523185
862,newsF,862,2021-03-11 17:12:00,12.824999809265137,12.83899974822998,12.8100004196167,12.830100059509277,-1.3231823049884922e-05,,-0.009243773552778545,MA_cross_Sentiment,862,737860.7166666667,Broker,862,986.4743003845215,999.3044004440308,BuySell,862,,,Trades - Net Profit/Loss,862,,,DrawDown,862,0.08776391287273948,0.0948526176523185
863,newsF,863,2021-03-11 17:14:00,12.83899974822998,12.84000015258789,12.819999694824219,12.829999923706055,-2.9135682963558853e-05,,-0.019474205390014824,MA_cross_Sentiment,863,737860.7180555556,Broker,863,986.4743003845215,999.3043003082275,BuySell,863,,,Trades - Net Profit/Loss,863,,,DrawDown,863,0.08777392462892498,0.0948526176523185
864,newsF,864,2021-03-11 17:16:00,12.829999923706055,12.829999923706055,12.819999694824219,12.824999809265137,-3.0471701395453348e-05,,-0.01996753453224369,MA_cross_Sentiment,864,737860.7194444444,Broker,864,986.4743003845215,999.2993001937866,BuySell,864,,,Trades - Net Profit/Loss,864,,,DrawDown,864,0.08827384498778829,0.0948526176523185
865,newsF,865,2021-03-11 17:18:00,12.824999809265137,12.829999923706055,12.770000457763672,12.787699699401855,0.0,,0.0,MA_cross_Sentiment,865,737860.7208333333,Broker,865,986.4743003845215,999.2620000839233,BuySell,865,,,Trades - Net Profit/Loss,865,,,DrawDown,865,0.09200317649186252,0.0948526176523185
866,newsF,866,2021-03-11 17:20:00,12.780500411987305,12.800000190734863,12.779999732971191,12.782299995422363,6.22794212228012e-05,,0.04042839820671625,MA_cross_Sentiment,866,737860.7222222222,Broker,866,999.2548007965088,999.2548007965088,BuySell,866,,12.992000193595885,Trades - Net Profit/Loss,866,,-0.1594991683959961,DrawDown,866,0.09272297408657147,0.0948526176523185
867,newsF,867,2021-03-11 17:22:00,12.78499984741211,12.789999961853027,12.770000457763672,12.774999618530273,0.00015636656227295027,,0.10131766008790505,MA_cross_Sentiment,867,737860.723611111,Broker,867,999.2548007965088,999.2548007965088,BuySell,867,,,Trades - Net Profit/Loss,867,,,DrawDown,867,0.09272297408657147,0.0948526176523185
868,newsF,868,2021-03-11 17:24:00,12.779999732971191,12.800000190734863,12.770000457763672,12.795000076293945,0.0002822614231504472,,0.18266778564356645,MA_cross_Sentiment,868,737860.725,Broker,868,999.2548007965088,999.2548007965088,BuySell,868,,,Trades - Net Profit/Loss,868,,,DrawDown,868,0.09272297408657147,0.0948526176523185
869,newsF,869,2021-03-11 17:26:00,12.795000076293945,12.800000190734863,12.789999961853027,12.795000076293945,0.00043996400385529194,,0.2844787748737003,MA_cross_Sentiment,869,737860.7263888889,Broker,869,999.2548007965088,999.2548007965088,BuySell,869,,,Trades - Net Profit/Loss,869,,,DrawDown,869,0.09272297408657147,0.0948526176523185
870,newsF,870,2021-03-11 17:28:00,12.795000076293945,12.800000190734863,12.779999732971191,12.792400360107422,0.0005426710840782253,,0.3733049172446217,MA_cross_Sentiment,870,737860.7277777778,Broker,870,999.2548007965088,999.2548007965088,BuySell,870,,,Trades - Net Profit/Loss,870,,,DrawDown,870,0.09272297408657147,0.0948526176523185
871,newsF,871,2021-03-11 17:30:00,12.789999961853027,12.800000190734863,12.789999961853027,12.795000076293945,0.0005035794435099877,,0.41570050222264543,MA_cross_Sentiment,871,737860.7291666666,Broker,871,999.2548007965088,999.2548007965088,BuySell,871,,,Trades - Net Profit/Loss,871,,,DrawDown,871,0.09272297408657147,0.0948526176523185
872,newsF,872,2021-03-11 17:32:00,12.800000190734863,12.800000190734863,12.779999732971191,12.7923002243042,0.00032268908215057933,,0.41166552980777155,MA_cross_Sentiment,872,737860.7305555556,Broker,872,999.2548007965088,999.2548007965088,BuySell,872,,,Trades - Net Profit/Loss,872,,,DrawDown,872,0.09272297408657147,0.0948526176523185
873,newsF,873,2021-03-11 17:34:00,12.79010009765625,12.79170036315918,12.779999732971191,12.78499984741211,0.0,,0.3612,MA_cross_Sentiment,873,737860.7319444445,Broker,873,999.2548007965088,999.2548007965088,BuySell,873,,,Trades - Net Profit/Loss,873,,,DrawDown,873,0.09272297408657147,0.0948526176523185
874,newsF,874,2021-03-11 17:36:00,12.786100387573242,12.789999961853027,12.75100040435791,12.765000343322754,-0.00046448780294175017,,0.26430391279933085,MA_cross_Sentiment,874,737860.7333333333,Broker,874,999.2548007965088,999.2548007965088,BuySell,874,,,Trades - Net Profit/Loss,874,,,DrawDown,874,0.09272297408657147,0.0948526176523185
875,newsF,875,2021-03-11 17:38:00,12.763899803161621,12.770000457763672,12.760000228881836,12.765000343322754,-0.0008686788187636971,,0.12861948307028637,MA_cross_Sentiment,875,737860.7347222222,Broker,875,999.2548007965088,999.2548007965088,BuySell,875,,,Trades - Net Profit/Loss,875,,,DrawDown,875,0.09272297408657147,0.0948526176523185
876,newsF,876,2021-03-11 17:40:00,12.765000343322754,12.789899826049805,12.75,12.78499984741211,0.0,,0.0,MA_cross_Sentiment,876,737860.7361111111,Broker,876,999.2548007965088,999.2548007965088,BuySell,876,,,Trades - Net Profit/Loss,876,,,DrawDown,876,0.09272297408657147,0.0948526176523185
877,newsF,877,2021-03-11 17:42:00,12.78499984741211,12.789999961853027,12.770099639892578,12.78499984741211,0.0023436441612603156,,-0.11391232154700605,MA_cross_Sentiment,877,737860.7375,Broker,877,999.2548007965088,999.2548007965088,BuySell,877,,,Trades - Net Profit/Loss,877,,,DrawDown,877,0.09272297408657147,0.0948526176523185
878,newsF,878,2021-03-11 17:44:00,12.78279972076416,12.789999961853027,12.762200355529785,12.765299797058105,0.006162253665017249,,-0.21311748157073157,MA_cross_Sentiment,878,737860.7388888889,Broker,878,999.2548007965088,999.2548007965088,BuySell,878,,,Trades - Net Profit/Loss,878,,,DrawDown,878,0.09272297408657147,0.0948526176523185
879,newsF,879,2021-03-11 17:46:00,12.765000343322754,12.779999732971191,12.760000228881836,12.765000343322754,0.0114558285112708,,-0.2976154800711768,MA_cross_Sentiment,879,737860.7402777778,Broker,879,999.2548007965088,999.2548007965088,BuySell,879,,,Trades - Net Profit/Loss,879,,,DrawDown,879,0.09272297408657147,0.0948526176523185
880,newsF,880,2021-03-11 17:48:00,12.765000343322754,12.779999732971191,12.760000228881836,12.775899887084961,0.018224368700020973,,-0.3674063170483416,MA_cross_Sentiment,880,737860.7416666667,Broker,880,999.2548007965088,999.2548007965088,BuySell,880,,,Trades - Net Profit/Loss,880,,,DrawDown,880,0.09272297408657147,0.0948526176523185
881,newsF,881,2021-03-11 17:50:00,12.775300025939941,12.789999961853027,12.765000343322754,12.774999618530273,0.026467874231267757,,-0.4224899925022261,MA_cross_Sentiment,881,737860.7430555555,Broker,881,999.2548007965088,999.2548007965088,BuySell,881,,,Trades - Net Profit/Loss,881,,,DrawDown,881,0.09272297408657147,0.0948526176523185
882,newsF,882,2021-03-11 17:52:00,12.774999618530273,12.789999961853027,12.770000457763672,12.78499984741211,0.03618634510501117,,-0.46286650643283,MA_cross_Sentiment,882,737860.7444444444,Broker,882,999.2548007965088,999.2548007965088,BuySell,882,,,Trades - Net Profit/Loss,882,,,DrawDown,882,0.09272297408657147,0.0948526176523185
883,newsF,883,2021-03-11 17:54:00,12.78279972076416,12.789999961853027,12.779999732971191,12.788200378417969,0.047379781321251195,,-0.48853585884015355,MA_cross_Sentiment,883,737860.7458333333,Broker,883,999.2548007965088,999.2548007965088,BuySell,883,,,Trades - Net Profit/Loss,883,,,DrawDown,883,0.09272297408657147,0.0948526176523185
884,newsF,884,2021-03-11 17:56:00,12.789999961853027,12.789999961853027,12.779999732971191,12.780400276184082,0.06004818287998783,,-0.49949804972419665,MA_cross_Sentiment,884,737860.7472222223,Broker,884,999.2548007965088,999.2548007965088,BuySell,884,,,Trades - Net Profit/Loss,884,,,DrawDown,884,0.09272297408657147,0.0948526176523185
885,newsF,885,2021-03-11 17:58:00,12.78499984741211,12.847000122070312,12.780099868774414,12.824999809265137,0.07419154978122108,,-0.49575307908495947,MA_cross_Sentiment,885,737860.7486111111,Broker,885,999.2548007965088,999.2548007965088,BuySell,885,,,Trades - Net Profit/Loss,885,,,DrawDown,885,0.09272297408657147,0.0948526176523185
886,newsF,886,2021-03-11 18:00:00,12.826000213623047,12.850000381469727,12.820099830627441,12.830100059509277,0.08980988202495098,,-0.4773009469224419,MA_cross_Sentiment,886,737860.75,Broker,886,999.2548007965088,999.2548007965088,BuySell,886,,,Trades - Net Profit/Loss,886,,,DrawDown,886,0.09272297408657147,0.0948526176523185
887,newsF,887,2021-03-11 18:02:00,12.824999809265137,12.850000381469727,12.82040023803711,12.849900245666504,0.10690317961117747,,-0.44414165323664384,MA_cross_Sentiment,887,737860.7513888889,Broker,887,999.2548007965088,999.2548007965088,BuySell,887,,,Trades - Net Profit/Loss,887,,,DrawDown,887,0.09272297408657147,0.0948526176523185
888,newsF,888,2021-03-11 18:04:00,12.845000267028809,12.850000381469727,12.819999694824219,12.829999923706055,0.12547144253990059,,-0.39627519802756545,MA_cross_Sentiment,888,737860.7527777777,Broker,888,1012.0998010635376,999.2698011398315,BuySell,888,,13.042750387191772,Trades - Net Profit/Loss,888,,,DrawDown,888,0.09122321300998158,0.0948526176523185
889,newsF,889,2021-03-11 18:06:00,12.835000038146973,12.84000015258789,12.829999923706055,12.835000038146973,0.14357019237779176,,-0.3429049206236598,MA_cross_Sentiment,889,737860.7541666667,Broker,889,1012.0998010635376,999.2648010253906,BuySell,889,,,Trades - Net Profit/Loss,889,,,DrawDown,889,0.09172313336884487,0.0948526176523185
890,newsF,890,2021-03-11 18:08:00,12.837800025939941,12.837800025939941,12.810099601745605,12.812700271606445,0.15925495069152235,,-0.2932341603533799,MA_cross_Sentiment,890,737860.7555555556,Broker,890,1012.0998010635376,999.2871007919312,BuySell,890,,,Trades - Net Profit/Loss,890,,,DrawDown,890,0.08949356294136053,0.0948526176523185
891,newsF,891,2021-03-11 18:10:00,12.81779956817627,12.829999923706055,12.810099601745605,12.824999809265137,0.17252571748109252,,-0.24726291721672572,MA_cross_Sentiment,891,737860.7569444445,Broker,891,1012.0998010635376,999.2748012542725,BuySell,891,,,Trades - Net Profit/Loss,891,,,DrawDown,891,0.09072329265111828,0.0948526176523185
892,newsF,892,2021-03-11 18:12:00,12.822799682617188,12.824999809265137,12.8100004196167,12.8100004196167,0.1833824927465021,,-0.2049911912136974,MA_cross_Sentiment,892,737860.7583333333,Broker,892,1012.0998010635376,999.2898006439209,BuySell,892,,,Trades - Net Profit/Loss,892,,,DrawDown,892,0.08922362692458731,0.0948526176523185
893,newsF,893,2021-03-11 18:14:00,12.8100004196167,12.819999694824219,12.802499771118164,12.8125,0.19182527648775116,,-0.16641898234429492,MA_cross_Sentiment,893,737860.7597222222,Broker,893,1012.0998010635376,999.2873010635376,BuySell,893,,,Trades - Net Profit/Loss,893,,,DrawDown,893,0.0894735394289895,0.0948526176523185
894,newsF,894,2021-03-11 18:16:00,12.8149995803833,12.819999694824219,12.8100004196167,12.817399978637695,0.1978540687048397,,-0.13154629060851825,MA_cross_Sentiment,894,737860.7611111111,Broker,894,1012.0998010635376,999.2824010848999,BuySell,894,,,Trades - Net Profit/Loss,894,,,DrawDown,894,0.08996344803166728,0.0948526176523185
895,newsF,895,2021-03-11 18:18:00,12.8100004196167,12.819999694824219,12.800000190734863,12.80720043182373,0.20146886939776773,,-0.10037311600636736,MA_cross_Sentiment,895,737860.7625,Broker,895,1012.0998010635376,999.2926006317139,BuySell,895,,,Trades - Net Profit/Loss,895,,,DrawDown,895,0.08894367915162857,0.0948526176523185
896,newsF,896,2021-03-11 18:20:00,12.800100326538086,12.8100004196167,12.800000190734863,12.805000305175781,0.20266967856653523,,-0.07289945853784228,MA_cross_Sentiment,896,737860.7638888889,Broker,896,1012.0998010635376,999.2948007583618,BuySell,896,,,Trades - Net Profit/Loss,896,,,DrawDown,896,0.08872370656572401,0.0948526176523185
897,newsF,897,2021-03-11 18:22:00,12.805299758911133,12.8100004196167,12.789999961853027,12.79990005493164,0.2014564962111422,,-0.04912531820294304,MA_cross_Sentiment,897,737860.7652777778,Broker,897,1012.0998010635376,999.299901008606,BuySell,897,,,Trades - Net Profit/Loss,897,,,DrawDown,897,0.0882137744506752,0.0948526176523185
898,newsF,898,2021-03-11 18:24:00,12.7947998046875,12.800000190734863,12.779999732971191,12.779999732971191,0.19782932233158868,,-0.029050695001669534,MA_cross_Sentiment,898,737860.7666666667,Broker,898,1012.0998010635376,999.3198013305664,BuySell,898,,,Trades - Net Profit/Loss,898,,,DrawDown,898,0.08622410477140753,0.0948526176523185
899,newsF,899,2021-03-11 18:26:00,12.779999732971191,12.800000190734863,12.779999732971191,12.78499984741211,0.1917881569278746,,-0.012675588934021861,MA_cross_Sentiment,899,737860.7680555555,Broker,899,1012.0998010635376,999.3148012161255,BuySell,899,,,Trades - Net Profit/Loss,899,,,DrawDown,899,0.08672402513027083,0.0948526176523185
900,newsF,900,2021-03-11 18:28:00,12.78499984741211,12.789999961853027,12.779999732971191,12.78499984741211,0.183333,,0.0,MA_cross_Sentiment,900,737860.7694444444,Broker,900,1012.0998010635376,999.3148012161255,BuySell,900,,,Trades - Net Profit/Loss,900,,,DrawDown,900,0.08672402513027083,0.0948526176523185
901,newsF,901,2021-03-11 18:30:00,12.789999961853027,12.809900283813477,12.779999732971191,12.807700157165527,0.1724638515479649,,0.008976071800396078,MA_cross_Sentiment,901,737860.7708333334,Broker,901,1012.0998010635376,999.2921009063721,BuySell,901,,,Trades - Net Profit/Loss,901,,,DrawDown,901,0.08899364258249723,0.0948526176523185
902,newsF,902,2021-03-11 18:32:00,12.800000190734863,12.8100004196167,12.795000076293945,12.805000305175781,0.15918071157176925,,0.014252626467166324,MA_cross_Sentiment,902,737860.7722222222,Broker,902,1012.0998010635376,999.2948007583618,BuySell,902,,,Trades - Net Profit/Loss,902,,,DrawDown,902,0.08872370656572401,0.0948526176523185
903,newsF,903,2021-03-11 18:34:00,12.800000190734863,12.8100004196167,12.789999961853027,12.795000076293945,0.14348358007141307,,0.01582966400031078,MA_cross_Sentiment,903,737860.7736111111,Broker,903,1012.0998010635376,999.3048009872437,BuySell,903,,,Trades - Net Profit/Loss,903,,,DrawDown,903,0.08772386584799742,0.0948526176523185
904,newsF,904,2021-03-11 18:36:00,12.79990005493164,12.805000305175781,12.789999961853027,12.794699668884277,0.12537245704689642,,0.013707184399829452,MA_cross_Sentiment,904,737860.775,Broker,904,1012.0998010635376,999.3051013946533,BuySell,904,,,Trades - Net Profit/Loss,904,,,DrawDown,904,0.08769383057944088,0.0948526176523185
905,newsF,905,2021-03-11 18:38:00,12.795000076293945,12.800000190734863,12.779999732971191,12.779999732971191,0.10484734249821924,,0.007885187665722306,MA_cross_Sentiment,905,737860.776388889,Broker,905,1012.0998010635376,999.3198013305664,BuySell,905,,,Trades - Net Profit/Loss,905,,,DrawDown,905,0.08622410477140753,0.0948526176523185
906,newsF,906,2021-03-11 18:40:00,12.779999732971191,12.789999961853027,12.779999732971191,12.789999961853027,0.0824784609443998,,-0.0009839571727126182,MA_cross_Sentiment,906,737860.7777777778,Broker,906,1012.0998010635376,999.3098011016846,BuySell,906,,,Trades - Net Profit/Loss,906,,,DrawDown,906,0.08722394548913412,0.0948526176523185
907,newsF,907,2021-03-11 18:42:00,12.78499984741211,12.79800033569336,12.770000457763672,12.789999961853027,0.06168715949954798,,-0.008986035939687085,MA_cross_Sentiment,907,737860.7791666667,Broker,907,1012.0998010635376,999.3098011016846,BuySell,907,,,Trades - Net Profit/Loss,907,,,DrawDown,907,0.08722394548913412,0.0948526176523185
908,newsF,908,2021-03-11 18:44:00,12.795000076293945,12.800000190734863,12.789999961853027,12.793000221252441,0.043043662682682116,,-0.015468679605903044,MA_cross_Sentiment,908,737860.7805555556,Broker,908,1012.0998010635376,999.3068008422852,BuySell,908,,,Trades - Net Profit/Loss,908,,,DrawDown,908,0.08752391677446388,0.0948526176523185
909,newsF,909,2021-03-11 18:46:00,12.795000076293945,12.800000190734863,12.78499984741211,12.795000076293945,0.026547970493802156,,-0.020431888171360525,MA_cross_Sentiment,909,737860.7819444444,Broker,909,1012.0998010635376,999.3048009872437,BuySell,909,,,Trades - Net Profit/Loss,909,,,DrawDown,909,0.08772386584799742,0.0948526176523185
910,newsF,910,2021-03-11 18:48:00,12.800000190734863,12.8100004196167,12.789999961853027,12.800100326538086,0.012200082932908125,,-0.02387566163605951,MA_cross_Sentiment,910,737860.7833333333,Broker,910,1012.0998010635376,999.2997007369995,BuySell,910,,,Trades - Net Profit/Loss,910,,,DrawDown,910,0.08823379796304623,0.0948526176523185
911,newsF,911,2021-03-11 18:50:00,12.800000190734863,12.819999694824219,12.795000076293945,12.8100004196167,0.0,,-0.0258,MA_cross_Sentiment,911,737860.7847222222,Broker,911,1012.0998010635376,999.2898006439209,BuySell,911,,,Trades - Net Profit/Loss,911,,,DrawDown,911,0.08922362692458731,0.0948526176523185
912,newsF,912,2021-03-11 18:52:00,12.8149995803833,12.819999694824219,12.800000190734863,12.800000190734863,-0.01005227830492218,,-0.026204903263182002,MA_cross_Sentiment,912,737860.786111111,Broker,912,1012.0998010635376,999.2998008728027,BuySell,912,,,Trades - Net Profit/Loss,912,,,DrawDown,912,0.08822378620686071,0.0948526176523185
913,newsF,913,2021-03-11 18:54:00,12.8100004196167,12.8100004196167,12.789999961853027,12.789999961853027,-0.01795675198185844,,-0.025090371425605506,MA_cross_Sentiment,913,737860.7875,Broker,913,1012.0998010635376,999.3098011016846,BuySell,913,,,Trades - Net Profit/Loss,913,,,DrawDown,913,0.08722394548913412,0.0948526176523185
914,newsF,914,2021-03-11 18:56:00,12.79010009765625,12.79740047454834,12.779999732971191,12.78499984741211,-0.02371342103080878,,-0.02245640448727053,MA_cross_Sentiment,914,737860.7888888889,Broker,914,1012.0998010635376,999.3148012161255,BuySell,914,,,Trades - Net Profit/Loss,914,,,DrawDown,914,0.08672402513027083,0.0948526176523185
915,newsF,915,2021-03-11 18:58:00,12.78499984741211,12.789999961853027,12.779999732971191,12.78499984741211,-0.027322285451773193,,-0.01830300244817705,MA_cross_Sentiment,915,737860.7902777778,Broker,915,1012.0998010635376,999.3148012161255,BuySell,915,,,Trades - Net Profit/Loss,915,,,DrawDown,915,0.08672402513027083,0.0948526176523185
916,newsF,916,2021-03-11 19:00:00,12.789999961853027,12.829999923706055,12.78499984741211,12.824999809265137,-0.028783345244751693,,-0.012630165308325093,MA_cross_Sentiment,916,737860.7916666666,Broker,916,1012.0998010635376,999.2748012542725,BuySell,916,,,Trades - Net Profit/Loss,916,,,DrawDown,916,0.09072329265111828,0.0948526176523185
917,newsF,917,2021-03-11 19:02:00,12.819999694824219,12.840700149536133,12.819999694824219,12.837400436401367,-0.02809660040974426,,-0.005437893067714628,MA_cross_Sentiment,917,737860.7930555556,Broker,917,999.2798013687134,999.2798013687134,BuySell,917,12.627699699401855,,Trades - Net Profit/Loss,917,0.025000572204589844,,DrawDown,917,0.09022337229225498,0.0948526176523185
918,newsF,918,2021-03-11 19:04:00,12.835000038146973,12.850000381469727,12.829999923706055,12.835000038146973,-0.025262050946750905,,0.0032738142736543213,MA_cross_Sentiment,918,737860.7944444445,Broker,918,986.4448013305664,999.2798013687134,BuySell,918,12.637549924850465,,Trades - Net Profit/Loss,918,,,DrawDown,918,0.09022337229225498,0.0948526176523185
919,newsF,919,2021-03-11 19:06:00,12.8302001953125,12.84000015258789,12.819999694824219,12.834400177001953,-0.020611853795170245,,0.012937547219639946,MA_cross_Sentiment,919,737860.7958333333,Broker,919,986.4448013305664,999.2792015075684,BuySell,919,,,Trades - Net Profit/Loss,919,,,DrawDown,919,0.09028334747930916,0.0948526176523185
