===============================================================================
Id,newsAMC,len,datetime,open,high,low,close,volume,openinterest,sentiment,MA_cross_Sentiment,len,datetime,Broker,len,cash,value,BuySell,len,buy,sell,Trades - Net Profit/Loss,len,pnlplus,pnlminus,DrawDown,len,drawdown,maxdrawdown
24,newsAMC,24,2021-03-05 15:14:00,47.310001373291016,47.33000183105469,47.25,47.279998779296875,0.2019134126722586,,1.0,MA_cross_Sentiment,24,737854.6347222222,Broker,24,1000.0,1000.0,BuySell,24,,,Trades - Net Profit/Loss,24,,,DrawDown,24,0.0,0.0
25,newsAMC,25,2021-03-05 15:16:00,47.27000045776367,47.29499816894531,47.22999954223633,47.2599983215332,0.2020532492572226,,1.0,MA_cross_Sentiment,25,737854.6361111111,Broker,25,1000.0,1000.0,BuySell,25,,,Trades - Net Profit/Loss,25,,,DrawDown,25,0.0,0.0
26,newsAMC,26,2021-03-05 15:18:00,47.27000045776367,47.349998474121094,47.25,47.279998779296875,0.20219011411896048,,1.0,MA_cross_Sentiment,26,737854.6375,Broker,26,1000.0,1000.0,BuySell,26,,,Trades - Net Profit/Loss,26,,,DrawDown,26,0.0,0.0
27,newsAMC,27,2021-03-05 15:20:00,47.279998779296875,47.31999969482422,47.224998474121094,47.290000915527344,0.2023240072574723,,1.0,MA_cross_Sentiment,27,737854.6388888889,Broker,27,1000.0,1000.0,BuySell,27,,,Trades - Net Profit/Loss,27,,,DrawDown,27,0.0,0.0
28,newsAMC,28,2021-03-05 15:22:00,47.290000915527344,47.34000015258789,47.25,47.279998779296875,0.20245492867275794,,1.0,MA_cross_Sentiment,28,737854.6402777778,Broker,28,1000.0,1000.0,BuySell,28,,,Trades - Net Profit/Loss,28,,,DrawDown,28,0.0,0.0
29,newsAMC,29,2021-03-05 15:24:00,47.279998779296875,47.459999084472656,47.279998779296875,47.45000076293945,0.20258287836481756,,1.0,MA_cross_Sentiment,29,737854.6416666667,Broker,29,1000.0,1000.0,BuySell,29,,,Trades - Net Profit/Loss,29,,,DrawDown,29,0.0,0.0
30,newsAMC,30,2021-03-05 15:26:00,47.439998626708984,47.52000045776367,47.349998474121094,47.400001525878906,0.20270785633365102,,1.0,MA_cross_Sentiment,30,737854.6430555555,Broker,30,1000.0,1000.0,BuySell,30,,,Trades - Net Profit/Loss,30,,,DrawDown,30,0.0,0.0
31,newsAMC,31,2021-03-05 15:28:00,47.38999938964844,47.40999984741211,47.27000045776367,47.27000045776367,0.2028298625792584,,1.0,MA_cross_Sentiment,31,737854.6444444444,Broker,31,1000.0,1000.0,BuySell,31,,,Trades - Net Profit/Loss,31,,,DrawDown,31,0.0,0.0
32,newsAMC,32,2021-03-05 15:30:00,47.27000045776367,47.334999084472656,47.2400016784668,47.279998779296875,0.2029488971016396,,1.0,MA_cross_Sentiment,32,737854.6458333334,Broker,32,1000.0,1000.0,BuySell,32,,,Trades - Net Profit/Loss,32,,,DrawDown,32,0.0,0.0
33,newsAMC,33,2021-03-05 15:32:00,47.279998779296875,47.34000015258789,47.2400016784668,47.310001373291016,0.20306495990079476,,1.0,MA_cross_Sentiment,33,737854.6472222222,Broker,33,1000.0,1000.0,BuySell,33,,,Trades - Net Profit/Loss,33,,,DrawDown,33,0.0,0.0
34,newsAMC,34,2021-03-05 15:34:00,47.29999923706055,47.380001068115234,47.275001525878906,47.36000061035156,0.2031780509767238,,1.0,MA_cross_Sentiment,34,737854.6486111111,Broker,34,1000.0,1000.0,BuySell,34,,,Trades - Net Profit/Loss,34,,,DrawDown,34,0.0,0.0
35,newsAMC,35,2021-03-05 15:36:00,47.36000061035156,47.41999816894531,47.279998779296875,47.29999923706055,0.2032881703294267,,1.0,MA_cross_Sentiment,35,737854.65,Broker,35,1000.0,1000.0,BuySell,35,,,Trades - Net Profit/Loss,35,,,DrawDown,35,0.0,0.0
36,newsAMC,36,2021-03-05 15:38:00,47.29499816894531,47.369998931884766,47.29499816894531,47.32500076293945,0.20339531795890348,,1.0,MA_cross_Sentiment,36,737854.651388889,Broker,36,1000.0,1000.0,BuySell,36,,,Trades - Net Profit/Loss,36,,,DrawDown,36,0.0,0.0
37,newsAMC,37,2021-03-05 15:40:00,47.31999969482422,47.380001068115234,47.25,47.27000045776367,0.20349949386515417,,1.0,MA_cross_Sentiment,37,737854.6527777778,Broker,37,1000.0,1000.0,BuySell,37,,,Trades - Net Profit/Loss,37,,,DrawDown,37,0.0,0.0
38,newsAMC,38,2021-03-05 15:42:00,47.279998779296875,47.349998474121094,47.27000045776367,47.27000045776367,0.20360069804817874,,1.0,MA_cross_Sentiment,38,737854.6541666667,Broker,38,1000.0,1000.0,BuySell,38,,,Trades - Net Profit/Loss,38,,,DrawDown,38,0.0,0.0
39,newsAMC,39,2021-03-05 15:44:00,47.2599983215332,47.29999923706055,47.22999954223633,47.2599983215332,0.20369893050797722,,1.0,MA_cross_Sentiment,39,737854.6555555556,Broker,39,1000.0,1000.0,BuySell,39,,,Trades - Net Profit/Loss,39,,,DrawDown,39,0.0,0.0
40,newsAMC,40,2021-03-05 15:46:00,47.27000045776367,47.29999923706055,47.209999084472656,47.29999923706055,0.20379419124454953,,1.0,MA_cross_Sentiment,40,737854.6569444444,Broker,40,1000.0,1000.0,BuySell,40,,,Trades - Net Profit/Loss,40,,,DrawDown,40,0.0,0.0
41,newsAMC,41,2021-03-05 15:48:00,47.30500030517578,47.35499954223633,47.26499938964844,47.31999969482422,0.20388648025789585,,1.0,MA_cross_Sentiment,41,737854.6583333333,Broker,41,1000.0,1000.0,BuySell,41,,,Trades - Net Profit/Loss,41,,,DrawDown,41,0.0,0.0
42,newsAMC,42,2021-03-05 15:50:00,47.310001373291016,47.375,47.28030014038086,47.31999969482422,0.20397579754801592,,1.0,MA_cross_Sentiment,42,737854.6597222222,Broker,42,1000.0,1000.0,BuySell,42,,,Trades - Net Profit/Loss,42,,,DrawDown,42,0.0,0.0
43,newsAMC,43,2021-03-05 15:52:00,47.36000061035156,47.380001068115234,47.31999969482422,47.32500076293945,0.20406214311490997,,1.0,MA_cross_Sentiment,43,737854.661111111,Broker,43,1000.0,1000.0,BuySell,43,,,Trades - Net Profit/Loss,43,,,DrawDown,43,0.0,0.0
44,newsAMC,44,2021-03-05 15:54:00,47.33000183105469,47.38999938964844,47.33000183105469,47.380001068115234,0.2041455169585779,,1.0,MA_cross_Sentiment,44,737854.6625,Broker,44,1000.0,1000.0,BuySell,44,,,Trades - Net Profit/Loss,44,,,DrawDown,44,0.0,0.0
45,newsAMC,45,2021-03-05 15:56:00,47.369998931884766,47.43000030517578,47.36000061035156,47.41999816894531,0.2042259190790197,,1.0,MA_cross_Sentiment,45,737854.6638888889,Broker,45,1000.0,1000.0,BuySell,45,,,Trades - Net Profit/Loss,45,,,DrawDown,45,0.0,0.0
46,newsAMC,46,2021-03-05 15:58:00,47.415000915527344,47.43000030517578,47.33000183105469,47.334999084472656,0.2043033494762354,,1.0,MA_cross_Sentiment,46,737854.6652777778,Broker,46,1000.0,1000.0,BuySell,46,,,Trades - Net Profit/Loss,46,,,DrawDown,46,0.0,0.0
47,newsAMC,47,2021-03-05 16:00:00,47.34000015258789,47.369998931884766,47.31999969482422,47.36000061035156,0.204377808150225,,1.0,MA_cross_Sentiment,47,737854.6666666666,Broker,47,1000.0,1000.0,BuySell,47,,,Trades - Net Profit/Loss,47,,,DrawDown,47,0.0,0.0
48,newsAMC,48,2021-03-05 16:02:00,47.369998931884766,47.439998626708984,47.34000015258789,47.43000030517578,0.20444929510098844,,1.0,MA_cross_Sentiment,48,737854.6680555556,Broker,48,1000.0,1000.0,BuySell,48,,,Trades - Net Profit/Loss,48,,,DrawDown,48,0.0,0.0
49,newsAMC,49,2021-03-05 16:04:00,47.41999816894531,47.42959976196289,47.369998931884766,47.40999984741211,0.20451781032852578,,1.0,MA_cross_Sentiment,49,737854.6694444445,Broker,49,1000.0,1000.0,BuySell,49,,,Trades - Net Profit/Loss,49,,,DrawDown,49,0.0,0.0
50,newsAMC,50,2021-03-05 16:06:00,47.415000915527344,47.43000030517578,47.349998474121094,47.38999938964844,0.20458335383283702,,1.0,MA_cross_Sentiment,50,737854.6708333333,Broker,50,1000.0,1000.0,BuySell,50,,,Trades - Net Profit/Loss,50,,,DrawDown,50,0.0,0.0
51,newsAMC,51,2021-03-05 16:08:00,47.381099700927734,47.400001525878906,47.34000015258789,47.34000015258789,0.2046459256139222,,1.0,MA_cross_Sentiment,51,737854.6722222222,Broker,51,1000.0,1000.0,BuySell,51,,,Trades - Net Profit/Loss,51,,,DrawDown,51,0.0,0.0
52,newsAMC,52,2021-03-05 16:10:00,47.34000015258789,47.400001525878906,47.33000183105469,47.36000061035156,0.20470552567178119,,1.0,MA_cross_Sentiment,52,737854.6736111111,Broker,52,1000.0,1000.0,BuySell,52,,,Trades - Net Profit/Loss,52,,,DrawDown,52,0.0,0.0
53,newsAMC,53,2021-03-05 16:12:00,47.310001373291016,47.310001373291016,47.290000915527344,47.290000915527344,0.20476215400641412,,1.0,MA_cross_Sentiment,53,737854.675,Broker,53,1000.0,1000.0,BuySell,53,,,Trades - Net Profit/Loss,53,,,DrawDown,53,0.0,0.0
54,newsAMC,54,2021-03-05 16:14:00,47.2864990234375,47.31999969482422,47.27000045776367,47.310001373291016,0.20481581061782095,,1.0,MA_cross_Sentiment,54,737854.6763888889,Broker,54,1000.0,1000.0,BuySell,54,,,Trades - Net Profit/Loss,54,,,DrawDown,54,0.0,0.0
55,newsAMC,55,2021-03-05 16:16:00,47.310001373291016,47.36000061035156,47.29999923706055,47.31999969482422,0.2048664955060016,,1.0,MA_cross_Sentiment,55,737854.6777777778,Broker,55,1000.0,1000.0,BuySell,55,,,Trades - Net Profit/Loss,55,,,DrawDown,55,0.0,0.0
56,newsAMC,56,2021-03-05 16:18:00,47.32500076293945,47.38999938964844,47.28499984741211,47.345001220703125,0.20491420867095622,,1.0,MA_cross_Sentiment,56,737854.6791666667,Broker,56,1000.0,1000.0,BuySell,56,,,Trades - Net Profit/Loss,56,,,DrawDown,56,0.0,0.0
57,newsAMC,57,2021-03-05 16:20:00,47.34000015258789,47.369998931884766,47.279998779296875,47.290000915527344,0.20495895011268467,,1.0,MA_cross_Sentiment,57,737854.6805555555,Broker,57,1000.0,1000.0,BuySell,57,,,Trades - Net Profit/Loss,57,,,DrawDown,57,0.0,0.0
58,newsAMC,58,2021-03-05 16:22:00,47.290000915527344,47.349998474121094,47.279998779296875,47.31999969482422,0.2050007198311871,,1.0,MA_cross_Sentiment,58,737854.6819444444,Broker,58,1000.0,1000.0,BuySell,58,,,Trades - Net Profit/Loss,58,,,DrawDown,58,0.0,0.0
59,newsAMC,59,2021-03-05 16:24:00,47.33000183105469,47.33000183105469,47.26499938964844,47.290000915527344,0.20503951782646332,,1.0,MA_cross_Sentiment,59,737854.6833333333,Broker,59,1000.0,1000.0,BuySell,59,,,Trades - Net Profit/Loss,59,,,DrawDown,59,0.0,0.0
60,newsAMC,60,2021-03-05 16:26:00,47.290000915527344,47.290000915527344,47.25,47.25,0.20507534409851347,,1.0,MA_cross_Sentiment,60,737854.6847222223,Broker,60,1000.0,1000.0,BuySell,60,,,Trades - Net Profit/Loss,60,,,DrawDown,60,0.0,0.0
61,newsAMC,61,2021-03-05 16:28:00,47.255001068115234,47.255001068115234,47.150001525878906,47.2400016784668,0.2051081986473375,,1.0,MA_cross_Sentiment,61,737854.6861111111,Broker,61,1000.0,1000.0,BuySell,61,,,Trades - Net Profit/Loss,61,,,DrawDown,61,0.0,0.0
62,newsAMC,62,2021-03-05 16:30:00,47.2400016784668,47.369998931884766,47.2400016784668,47.31999969482422,0.2051380814729354,,1.0,MA_cross_Sentiment,62,737854.6875,Broker,62,1000.0,1000.0,BuySell,62,,,Trades - Net Profit/Loss,62,,,DrawDown,62,0.0,0.0
63,newsAMC,63,2021-03-05 16:32:00,47.32500076293945,47.334999084472656,47.290000915527344,47.310001373291016,0.20516499257530724,,1.0,MA_cross_Sentiment,63,737854.6888888889,Broker,63,1000.0,1000.0,BuySell,63,,,Trades - Net Profit/Loss,63,,,DrawDown,63,0.0,0.0
64,newsAMC,64,2021-03-05 16:34:00,47.30500030517578,47.33000183105469,47.220001220703125,47.22999954223633,0.20518893195445292,,1.0,MA_cross_Sentiment,64,737854.6902777777,Broker,64,1000.0,1000.0,BuySell,64,,,Trades - Net Profit/Loss,64,,,DrawDown,64,0.0,0.0
65,newsAMC,65,2021-03-05 16:36:00,47.2400016784668,47.310001373291016,47.2400016784668,47.2599983215332,0.2052098996103725,,1.0,MA_cross_Sentiment,65,737854.6916666667,Broker,65,1000.0,1000.0,BuySell,65,,,Trades - Net Profit/Loss,65,,,DrawDown,65,0.0,0.0
66,newsAMC,66,2021-03-05 16:38:00,47.2599983215332,47.31999969482422,47.2599983215332,47.28110122680664,0.20522789554306597,,1.0,MA_cross_Sentiment,66,737854.6930555556,Broker,66,1000.0,1000.0,BuySell,66,,,Trades - Net Profit/Loss,66,,,DrawDown,66,0.0,0.0
67,newsAMC,67,2021-03-05 16:40:00,47.279998779296875,47.279998779296875,47.220001220703125,47.220001220703125,0.20524291975253334,,1.0,MA_cross_Sentiment,67,737854.6944444445,Broker,67,1000.0,1000.0,BuySell,67,,,Trades - Net Profit/Loss,67,,,DrawDown,67,0.0,0.0
68,newsAMC,68,2021-03-05 16:42:00,47.22999954223633,47.25,47.17499923706055,47.25,0.20525356091708138,,1.0,MA_cross_Sentiment,68,737854.6958333333,Broker,68,1000.0,1000.0,BuySell,68,,,Trades - Net Profit/Loss,68,,,DrawDown,68,0.0,0.0
69,newsAMC,69,2021-03-05 16:44:00,47.25,47.349998474121094,47.25,47.279998779296875,0.20525135110655082,,1.0,MA_cross_Sentiment,69,737854.6972222222,Broker,69,1000.0,1000.0,BuySell,69,,,Trades - Net Profit/Loss,69,,,DrawDown,69,0.0,0.0
70,newsAMC,70,2021-03-05 16:46:00,47.27000045776367,47.27000045776367,47.19499969482422,47.20000076293945,0.20523487899924847,,1.0,MA_cross_Sentiment,70,737854.6986111111,Broker,70,1000.0,1000.0,BuySell,70,,,Trades - Net Profit/Loss,70,,,DrawDown,70,0.0,0.0
71,newsAMC,71,2021-03-05 16:48:00,47.209999084472656,47.25,47.20000076293945,47.220001220703125,0.20520414459517436,,1.0,MA_cross_Sentiment,71,737854.7,Broker,71,1000.0,1000.0,BuySell,71,,,Trades - Net Profit/Loss,71,,,DrawDown,71,0.0,0.0
72,newsAMC,72,2021-03-05 16:50:00,47.209999084472656,47.2599983215332,47.18000030517578,47.2400016784668,0.20515914789432846,,1.0,MA_cross_Sentiment,72,737854.7013888889,Broker,72,1000.0,1000.0,BuySell,72,,,Trades - Net Profit/Loss,72,,,DrawDown,72,0.0,0.0
73,newsAMC,73,2021-03-05 16:52:00,47.22999954223633,47.27000045776367,47.209999084472656,47.27000045776367,0.20509988889671063,,1.0,MA_cross_Sentiment,73,737854.7027777778,Broker,73,1000.0,1000.0,BuySell,73,,,Trades - Net Profit/Loss,73,,,DrawDown,73,0.0,0.0
74,newsAMC,74,2021-03-05 16:54:00,47.27000045776367,47.279998779296875,47.220001220703125,47.279998779296875,0.20502636760232112,,1.0,MA_cross_Sentiment,74,737854.7041666667,Broker,74,1000.0,1000.0,BuySell,74,,,Trades - Net Profit/Loss,74,,,DrawDown,74,0.0,0.0
75,newsAMC,75,2021-03-05 16:56:00,47.28499984741211,47.349998474121094,47.279998779296875,47.34000015258789,0.20493858401115983,,1.0,MA_cross_Sentiment,75,737854.7055555555,Broker,75,1000.0,1000.0,BuySell,75,,,Trades - Net Profit/Loss,75,,,DrawDown,75,0.0,0.0
76,newsAMC,76,2021-03-05 16:58:00,47.345001220703125,47.369998931884766,47.32500076293945,47.349998474121094,0.20483653812322666,,1.0,MA_cross_Sentiment,76,737854.7069444444,Broker,76,1000.0,1000.0,BuySell,76,,,Trades - Net Profit/Loss,76,,,DrawDown,76,0.0,0.0
77,newsAMC,77,2021-03-05 17:00:00,47.349998474121094,47.3849983215332,47.310001373291016,47.38079833984375,0.20472022993852176,,1.0,MA_cross_Sentiment,77,737854.7083333334,Broker,77,1000.0,1000.0,BuySell,77,,,Trades - Net Profit/Loss,77,,,DrawDown,77,0.0,0.0
78,newsAMC,78,2021-03-05 17:02:00,47.3849983215332,47.45000076293945,47.3849983215332,47.45000076293945,0.20458965945704505,,1.0,MA_cross_Sentiment,78,737854.7097222222,Broker,78,1000.0,1000.0,BuySell,78,,,Trades - Net Profit/Loss,78,,,DrawDown,78,0.0,0.0
79,newsAMC,79,2021-03-05 17:04:00,47.439998626708984,47.45000076293945,47.40999984741211,47.43000030517578,0.2044448266787965,,1.0,MA_cross_Sentiment,79,737854.7111111111,Broker,79,1000.0,1000.0,BuySell,79,,,Trades - Net Profit/Loss,79,,,DrawDown,79,0.0,0.0
80,newsAMC,80,2021-03-05 17:06:00,47.43000030517578,47.43000030517578,47.400001525878906,47.422000885009766,0.20428573160377614,,1.0,MA_cross_Sentiment,80,737854.7125,Broker,80,1000.0,1000.0,BuySell,80,,,Trades - Net Profit/Loss,80,,,DrawDown,80,0.0,0.0
81,newsAMC,81,2021-03-05 17:08:00,47.41999816894531,47.439998626708984,47.404998779296875,47.439998626708984,0.204112374231984,,1.0,MA_cross_Sentiment,81,737854.713888889,Broker,81,1000.0,1000.0,BuySell,81,,,Trades - Net Profit/Loss,81,,,DrawDown,81,0.0,0.0
82,newsAMC,82,2021-03-05 17:10:00,47.439998626708984,47.45000076293945,47.38999938964844,47.40999984741211,0.20392475456342013,,1.0,MA_cross_Sentiment,82,737854.7152777778,Broker,82,1000.0,1000.0,BuySell,82,,,Trades - Net Profit/Loss,82,,,DrawDown,82,0.0,0.0
83,newsAMC,83,2021-03-05 17:12:00,47.401100158691406,47.439998626708984,47.401100158691406,47.41999816894531,0.2037228725980844,,1.0,MA_cross_Sentiment,83,737854.7166666667,Broker,83,1000.0,1000.0,BuySell,83,,,Trades - Net Profit/Loss,83,,,DrawDown,83,0.0,0.0
84,newsAMC,84,2021-03-05 17:14:00,47.41999816894531,47.45000076293945,47.400001525878906,47.439998626708984,0.20350672833597688,,1.0,MA_cross_Sentiment,84,737854.7180555556,Broker,84,1000.0,1000.0,BuySell,84,,,Trades - Net Profit/Loss,84,,,DrawDown,84,0.0,0.0
85,newsAMC,85,2021-03-05 17:16:00,47.435001373291016,47.45000076293945,47.43000030517578,47.45000076293945,0.2032763217770975,,1.0,MA_cross_Sentiment,85,737854.7194444444,Broker,85,1000.0,1000.0,BuySell,85,,,Trades - Net Profit/Loss,85,,,DrawDown,85,0.0,0.0
86,newsAMC,86,2021-03-05 17:18:00,47.44499969482422,47.45000076293945,47.41999816894531,47.44499969482422,0.20303165292144643,,1.0,MA_cross_Sentiment,86,737854.7208333333,Broker,86,1000.0,1000.0,BuySell,86,,,Trades - Net Profit/Loss,86,,,DrawDown,86,0.0,0.0
87,newsAMC,87,2021-03-05 17:20:00,47.439998626708984,47.48630142211914,47.439998626708984,47.48500061035156,0.20277272176902353,,1.0,MA_cross_Sentiment,87,737854.7222222222,Broker,87,1000.0,1000.0,BuySell,87,,,Trades - Net Profit/Loss,87,,,DrawDown,87,0.0,0.0
88,newsAMC,88,2021-03-05 17:22:00,47.4900016784668,47.540000915527344,47.48500061035156,47.529998779296875,0.20249952831982876,,1.0,MA_cross_Sentiment,88,737854.723611111,Broker,88,1000.0,1000.0,BuySell,88,,,Trades - Net Profit/Loss,88,,,DrawDown,88,0.0,0.0
89,newsAMC,89,2021-03-05 17:24:00,47.529998779296875,47.59000015258789,47.525001525878906,47.56999969482422,0.20221207257386226,,1.0,MA_cross_Sentiment,89,737854.725,Broker,89,1000.0,1000.0,BuySell,89,,,Trades - Net Profit/Loss,89,,,DrawDown,89,0.0,0.0
90,newsAMC,90,2021-03-05 17:26:00,47.56999969482422,47.59000015258789,47.5099983215332,47.52000045776367,0.20191035453112394,,1.0,MA_cross_Sentiment,90,737854.7263888889,Broker,90,1000.0,1000.0,BuySell,90,,,Trades - Net Profit/Loss,90,,,DrawDown,90,0.0,0.0
91,newsAMC,91,2021-03-05 17:28:00,47.53499984741211,47.56999969482422,47.529998779296875,47.540000915527344,0.20159437419161386,,1.0,MA_cross_Sentiment,91,737854.7277777778,Broker,91,1000.0,1000.0,BuySell,91,,,Trades - Net Profit/Loss,91,,,DrawDown,91,0.0,0.0
92,newsAMC,92,2021-03-05 17:30:00,47.54999923706055,47.56999969482422,47.540000915527344,47.54010009765625,0.2012641315553319,,1.0,MA_cross_Sentiment,92,737854.7291666666,Broker,92,1000.0,1000.0,BuySell,92,,,Trades - Net Profit/Loss,92,,,DrawDown,92,0.0,0.0
