Datetime,Open,High,Low,Close,Volume,sentiment,sentiment_vader
2021-01-22 00:00:00,0.268546462059021,0.268546462059021,0.268546462059021,0.268546462059021,0,0.11102404999999999,0.12546052631578952
2021-01-22 00:02:00,0.26827138662338257,0.26827138662338257,0.26813825964927673,0.26813825964927673,0,0.06542973815789474,0.08958289473684211
2021-01-22 00:04:00,0.26726847887039185,0.26726847887039185,0.2671433389186859,0.2671433389186859,9856000,0.024827847692307697,0.08250153846153847
2021-01-22 00:06:00,0.26737701892852783,0.26737701892852783,0.2672286927700043,0.2672286927700043,9904128,0.05928401639344263,0.17305573770491803
2021-01-22 00:08:00,0.26710036396980286,0.26710036396980286,0.26709359884262085,0.26709359884262085,0,0.0630975,0.07812372881355933
2021-01-22 00:10:00,0.26713699102401733,0.26728370785713196,0.26713699102401733,0.26728370785713196,6882304,0.10647105454545455,0.14896909090909097
2021-01-22 00:12:00,0.2672458291053772,0.26766130328178406,0.2672458291053772,0.26766130328178406,3620352,0.16707574313725487,0.28588627450980386
2021-01-22 00:14:00,0.2674558162689209,0.267483115196228,0.2674558162689209,0.267483115196228,8727040,0.10493532999999998,0.24508
2021-01-22 00:16:00,0.26628434658050537,0.26628434658050537,0.26609018445014954,0.26609018445014954,14359552,0.12827053541666664,0.19181250000000005
2021-01-22 00:18:00,0.2662258744239807,0.2662258744239807,0.26577723026275635,0.26577723026275635,9549312,0.03185308490566037,0.13121132075471698
2021-01-22 00:20:00,0.26573094725608826,0.26573094725608826,0.26569634675979614,0.26569634675979614,1308672,0.09536745882352939,0.20009215686274504
2021-01-22 00:22:00,0.2637854516506195,0.2637854516506195,0.26343289017677307,0.26343289017677307,25288704,0.08711467592592592,0.10052592592592592
2021-01-22 00:24:00,0.2629711925983429,0.2629711925983429,0.26087063550949097,0.26087063550949097,27220992,0.058050798437499995,0.1292625
2021-01-22 00:26:00,0.2599569261074066,0.2599569261074066,0.2588629126548767,0.2588629126548767,1261056,0.03506382452830188,0.23233962264150937
2021-01-22 00:28:00,0.2492997795343399,0.2492997795343399,0.24815644323825836,0.24815644323825836,0,0.11789031111111108,0.1441777777777778
2021-01-22 00:30:00,0.24930550158023834,0.24930550158023834,0.24638013541698456,0.24638013541698456,97339904,0.06874072222222222,0.1670777777777778
2021-01-22 00:32:00,0.245401069521904,0.245401069521904,0.2452474683523178,0.2452474683523178,0,0.11561284482758619,0.22886724137931028
2021-01-22 00:34:00,0.24491746723651886,0.24540798366069794,0.24491746723651886,0.24540798366069794,32205056,0.1162526397014925,0.12647611940298514
2021-01-22 00:36:00,0.24555310606956482,0.2471722960472107,0.24555310606956482,0.2471722960472107,17796608,0.04438485882352941,0.16361960784313725
2021-01-22 00:38:00,0.2472417652606964,0.2472417652606964,0.24717535078525543,0.24717535078525543,35620352,0.10185084406779657,0.18067966101694913
2021-01-22 00:40:00,0.2479974925518036,0.2485397607088089,0.2479974925518036,0.2485397607088089,35963904,0.12281533859649124,0.20741403508771927
2021-01-22 00:42:00,0.24877773225307465,0.25235840678215027,0.24877773225307465,0.25235840678215027,11358720,0.03986566538461538,0.1698692307692308
2021-01-22 00:44:00,0.25267264246940613,0.25267264246940613,0.25250595808029175,0.25250595808029175,71671808,0.025906603508771924,0.18698245614035083
2021-01-22 00:46:00,0.2525688409805298,0.25257912278175354,0.2525688409805298,0.25257912278175354,10906624,0.06349744736842104,0.12134912280701755
2021-01-22 00:48:00,0.25276389718055725,0.25502538681030273,0.25276389718055725,0.25502538681030273,1000448,0.05236936086956522,0.21914565217391305
2021-01-22 00:50:00,0.2549712657928467,0.2550998032093048,0.2549712657928467,0.2550998032093048,41927168,0.01920648,0.08373269230769233
2021-01-22 00:52:00,0.25499191880226135,0.2549925446510315,0.25499191880226135,0.2549925446510315,18383360,0.09161695901639345,0.11871311475409836
2021-01-22 00:54:00,0.25499871373176575,0.25499871373176575,0.25429248809814453,0.25429248809814453,23265792,0.09555365384615384,0.1585876923076922
2021-01-22 00:56:00,0.2544034719467163,0.2544034719467163,0.2541751563549042,0.2541751563549042,4393472,0.06699993703703705,0.11485370370370372
